Date,ITSA4,GOAU4,EMBR3,PETR4,CPFE3
4/11/17,7.200294,4.096349,16.461004,13.618945,23.524849
4/12/17,7.162794,3.926061,16.294737,13.591114,23.506596
4/13/17,6.982789,3.9166,15.453588,13.062312,23.470097
4/17/17,7.170294,4.058506,15.766574,13.247855,23.533974
4/18/17,7.230299,3.878758,15.482932,13.080866,23.552223
4/19/17,7.11029,3.888219,15.355783,12.617007,23.579599
4/20/17,7.050284,4.011204,15.346002,12.876768,23.561346
4/24/17,7.222799,4.086887,15.287318,13.015925,23.606976
4/25/17,7.237798,4.17203,15.131676,13.30352,23.634352
4/26/17,7.215291,4.209872,15.092298,12.988094,23.643475
4/27/17,7.305293,4.15311,14.924932,12.73761,23.670853
4/28/17,7.417804,4.351779,15.121832,12.960263,23.725603
5/2/17,7.560312,4.446381,14.531136,12.978817,23.752979
5/3/17,7.485307,4.266635,15.052917,13.13653,23.725603
5/4/17,7.312803,3.992283,14.915088,12.617007,23.698227
5/5/17,7.515308,4.011204,14.846173,13.182914,23.725603
5/8/17,7.500309,3.973362,14.865864,13.062312,23.707352
5/9/17,7.522806,4.124729,15.190746,13.117975,23.716476
5/10/17,7.57531,4.285556,15.486094,13.66533,23.716476
5/11/17,7.702812,4.389619,15.545161,13.748826,23.716476
5/12/17,7.725317,4.190951,15.564855,14.333289,23.743855
5/15/17,7.725317,4.370699,15.722374,14.546665,23.771227
5/16/17,7.702812,4.588288,15.545161,14.565221,23.844229
5/17/17,7.552804,4.484223,14.767415,14.481724,23.862482
5/18/17,6.825281,3.717932,15.161209,12.199533,23.771227
5/19/17,6.870277,4.181492,14.915088,12.635561,23.816854
5/22/17,6.675273,4.030125,15.95865,12.431461,23.725603
5/23/17,6.757778,4.285556,15.732218,12.514957,23.734726
5/24/17,6.757778,4.219332,16.116173,13.034481,23.743855
5/25/17,6.600269,4.209872,16.50012,12.746888,23.825979
5/26/17,6.727769,4.200412,16.224464,12.691224,23.953735
5/29/17,6.727769,4.200412,16.224464,12.691224,23.953735
5/30/17,6.772776,4.295016,16.39183,12.394353,24.026735
5/31/17,6.71277,4.219332,15.761754,12.023264,23.990234
6/1/17,6.574893,4.086887,15.742062,11.893384,23.990234
6/2/17,6.612459,4.124729,15.988188,12.106759,23.999357
6/5/17,6.582407,4.067967,15.830667,12.227364,24.008486
6/6/17,6.672577,4.162571,15.623923,12.227364,24.008486
6/7/17,6.785285,4.105808,15.751908,11.939769,24.017609
6/8/17,6.732683,4.228793,15.653458,11.911938,24.017609
6/9/17,6.619974,4.238254,15.338421,11.921215,24.017609
6/12/17,6.619974,4.162571,15.446714,11.967602,24.017609
6/13/17,6.665063,4.17203,15.663857,12.004709,24.017609
6/14/17,6.732683,4.115268,15.575027,11.707839,24.026735
6/15/17,6.732683,4.115268,15.575027,11.707839,24.026735
6/16/17,6.770258,4.209872,15.219702,11.392415,24.026735
6/19/17,6.777771,4.209872,15.920478,11.40169,24.044985
6/20/17,6.604947,4.086887,15.545416,11.002771,24.035862
6/21/17,6.567371,4.219332,15.486196,10.798674,24.035862
6/22/17,6.582407,4.276095,15.713207,11.169761,24.044985
6/23/17,6.514779,4.408541,15.624377,11.067713,24.044985
6/26/17,6.687602,4.503145,15.348013,11.383138,24.063238
6/27/17,6.559858,4.408541,14.805159,11.327474,24.044985
6/28/17,6.619974,4.692353,14.834768,11.20687,24.108862
6/29/17,6.710145,4.66397,14.864379,11.299641,24.154488
6/30/17,6.777771,4.701812,14.93347,11.47591,24.190989
7/3/17,6.777771,4.843718,15.002561,11.466632,24.200115
7/4/17,6.770258,4.786956,15.061782,11.531573,24.145363
7/5/17,6.837887,4.853179,15.496066,11.327474,24.163612
7/6/17,6.747718,4.985624,15.249313,11.290366,24.108862
7/7/17,6.740196,4.957242,15.259182,11.067713,24.127113
7/10/17,6.800313,5.014006,15.496066,11.114097,24.263992
7/11/17,6.897996,4.995085,15.713207,11.438801,24.355244
7/12/17,6.913031,5.174831,15.348013,12.004709,24.382618
7/13/17,6.93557,5.146451,15.367754,11.939769,24.400869
7/14/17,6.920543,5.146451,15.288792,12.106759,24.409994
7/17/17,6.897996,5.146451,15.308535,11.958324,24.428246
7/18/17,6.958111,5.070767,15.081521,12.004709,24.428246
7/19/17,6.897996,5.278896,15.160482,12.273749,24.419119
7/20/17,6.928055,5.042386,15.298662,12.153146,24.419119
7/21/17,6.913031,4.976164,15.397365,11.772778,24.455622
7/24/17,6.913031,5.184292,15.436845,11.949047,24.455622
7/25/17,6.973135,5.203214,15.417105,12.264473,24.473871
7/26/17,6.890481,4.938323,15.348013,12.116038,24.446497
7/27/17,6.943084,4.88156,15.634247,12.060372,24.473871
7/28/17,6.943084,4.909942,15.446714,12.180976,24.492123
7/31/17,6.950597,4.976164,15.565156,12.329412,24.510374
8/1/17,7.176023,4.90048,15.505936,12.171699,24.519499
8/2/17,7.25868,5.089689,15.436845,12.533512,24.510374
8/3/17,7.243653,5.023465,15.387494,12.347969,24.528622
8/4/17,7.221103,5.108609,15.841517,12.431461,24.537746
8/7/17,7.378903,5.297817,16.078402,12.57062,24.574249
8/8/17,7.386415,5.316738,16.443596,12.514957,24.546873
8/9/17,7.356362,5.12753,16.739697,12.542789,24.592499
8/10/17,7.303761,5.165371,16.354763,12.23664,24.592499
8/11/17,7.341334,5.12753,16.364637,12.013987,24.555998
8/14/17,7.446533,5.12753,16.542294,12.134591,24.601624
8/15/17,7.483649,4.985624,16.739697,12.199533,24.619875
8/16/17,7.491222,5.108609,16.79892,12.180976,24.665503
8/17/17,7.430623,5.080229,16.601515,12.106759,24.656376
8/18/17,7.529089,5.099149,16.344893,12.617007,24.674627
8/21/17,7.521518,4.938323,16.413984,12.375798,24.683752
8/22/17,7.597264,5.099149,16.897621,12.793273,24.683752
8/23/17,7.756328,5.477564,16.877882,12.765441,24.674627
8/24/17,7.816928,5.345119,17.095022,12.802551,24.702002
8/25/17,7.80178,5.316738,16.828527,12.876768,24.720255
8/28/17,7.786627,5.288357,16.828527,12.867491,24.729378
8/29/17,7.847222,5.307277,17.519438,12.848938,24.738504
8/30/17,7.854796,5.420802,17.618139,12.477847,24.738504
8/31/17,7.726033,5.354578,17.6971,12.663391,24.720255
9/1/17,7.87395,5.647851,17.667488,13.006649,24.720255
9/4/17,7.843611,5.931663,17.440477,13.145806,24.775005
9/5/17,7.889129,5.818138,17.460215,13.368461,24.793255
9/6/17,8.109108,5.903281,18.012943,13.93437,24.784128
9/7/17,8.109108,5.903281,18.012943,13.93437,24.784128
9/8/17,8.131862,5.647851,18.082031,13.646776,24.829756
9/11/17,8.23807,5.808677,18.052422,13.906539,24.829756
9/12/17,8.275994,5.666771,18.259695,13.79521,24.793255
9/13/17,8.298748,5.581628,18.447226,13.943647,24.811504
9/14/17,8.329097,5.439722,18.249826,13.952924,24.80238
9/15/17,8.511153,5.524867,18.358398,13.952924,24.857132
9/18/17,8.564221,5.63839,18.318914,13.952924,24.857132
9/19/17,8.533933,5.496485,18.338701,14.045698,24.857132
9/20/17,8.45049,5.392421,17.962824,14.722932,24.838881
9/21/17,8.458081,5.316738,17.952932,14.537388,24.829756
9/22/17,8.442895,5.222133,17.84413,14.555943,24.838881
9/25/17,8.351858,4.957242,17.804562,14.695103,24.838881
9/26/17,8.344264,5.014006,17.814457,14.43534,24.820631
9/27/17,8.222891,4.938323,18.249676,14.20341,24.80238
9/28/17,8.207722,4.843718,17.824345,14.231242,24.80238
9/29/17,8.367045,5.004545,17.695757,14.194132,24.838881
10/2/17,8.313928,5.042386,17.863911,14.286902,24.866255
10/3/17,8.640069,5.316738,17.91337,14.824983,24.930132
10/4/17,8.579408,5.392421,17.745216,14.528111,24.939259
10/5/17,8.632559,5.15591,17.577059,14.750765,24.957508
10/6/17,8.594594,5.051847,17.695757,14.555943,24.948385
10/9/17,8.465676,5.080229,17.695757,14.741487,24.948385
10/10/17,8.640069,5.354578,17.804562,15.019803,24.984882
10/11/17,8.617374,5.269435,17.606733,14.917756,24.97576
10/12/17,8.617374,5.269435,17.606733,14.917756,24.97576
10/13/17,8.60978,5.36404,17.23086,14.917756,24.984882
10/16/17,8.571814,5.278896,16.805527,14.954864,24.984882
10/17/17,8.473186,5.203214,15.895517,14.96414,24.957508
10/18/17,8.511153,5.297817,16.043888,14.991972,25.003136
10/19/17,8.458081,5.354578,15.954864,14.982696,25.003136
10/20/17,8.458081,5.297817,16.12302,15.047635,25.012259
10/23/17,8.260823,5.259975,16.014215,15.029081,24.994009
10/24/17,8.442895,5.38296,16.221933,15.316676,25.030512
10/25/17,8.571814,5.430262,15.895517,15.511495,25.039635
10/26/17,8.480778,5.212674,16.113129,15.520773,25.067011
10/27/17,8.458081,5.203214,15.440511,15.799091,25.039635
10/30/17,8.222891,4.938323,15.282249,15.567159,25.103514
10/31/17,7.949808,4.834258,15.49986,15.557881,25.094385
11/1/17,7.889129,4.682892,15.321814,15.678486,25.103514
11/2/17,7.889129,4.682892,15.321814,15.678486,25.103514
11/3/17,7.964978,4.872099,16.212042,15.715594,25.121763
11/6/17,7.987742,4.947783,16.083452,16.170179,25.121763
11/7/17,7.81327,4.65451,16.162586,15.307398,25.103514
11/8/17,8.071183,4.862638,16.004324,15.724871,25.140013
11/9/17,7.942223,4.65451,15.63834,15.511495,25.140013
11/10/17,7.942223,4.512604,15.49986,15.511495,25.158264
11/13/17,7.942223,4.569368,15.381163,15.437281,25.176516
11/14/17,7.828441,4.323398,15.173443,14.240519,25.167389
11/15/17,7.828441,4.323398,15.173443,14.240519,25.167389
11/16/17,7.949808,4.446381,15.183334,14.66727,25.185638
11/17/17,8.040836,4.550447,15.173443,14.862091,25.194765
11/20/17,8.040836,4.550447,15.173443,14.862091,25.194765
11/21/17,8.162211,4.578827,15.489969,14.750765,25.185638
11/22/17,8.139456,4.711822,15.430621,14.945584,25.20389
11/23/17,8.131862,4.778319,15.430621,15.019803,25.176516
11/24/17,8.056005,4.721321,15.163553,14.93631,25.167389
11/27/17,8.184966,4.863816,15.331705,14.722932,24.638124
11/28/17,8.154628,4.806818,15.183334,14.695103,24.775005
11/29/17,7.957393,4.873316,15.381163,14.221964,23.068586
11/30/17,7.87395,4.816319,15.480077,14.268349,19.153862
12/1/17,7.94612,4.816319,15.331705,14.481724,18.268715
12/4/17,7.976502,5.05381,15.262465,14.361122,17.33794
12/5/17,7.938524,5.015811,15.36138,14.20341,16.653547
12/6/17,8.052473,4.996812,15.727363,14.398231,17.347065
12/7/17,7.961313,4.939814,15.964755,14.157024,17.082434
12/8/17,7.991705,5.082309,16.241718,14.240519,17.055058
12/11/17,8.029683,5.158305,16.518679,14.268349,16.407166
12/12/17,8.113248,5.196304,16.439547,14.370399,16.461918
12/13/17,7.999302,5.101307,16.12302,14.082806,16.699173
12/14/17,7.976502,5.253303,16.212042,13.925094,16.461918
12/15/17,8.014492,5.443295,16.073563,13.869428,16.571421
12/18/17,7.976502,5.262801,16.093348,14.119915,17.091558
12/19/17,7.900544,5.291301,16.360418,14.045698,16.972931
12/20/17,8.022087,5.424296,16.310957,14.138468,16.909056
12/21/17,8.318359,5.443295,19.980677,14.713655,17.128061
12/22/17,8.325957,5.433794,19.693823,14.611607,17.109812
12/25/17,8.325957,5.433794,19.693823,14.611607,17.109812
12/26/17,8.363029,5.557291,20.925932,14.815705,17.447445
12/27/17,8.339887,5.509792,20.170767,14.88992,17.629946
12/28/17,8.347599,5.500293,19.872679,14.93631,17.657324
12/29/17,8.347599,5.500293,19.872679,14.93631,17.657324
1/2/18,8.50964,5.747283,20.38937,15.353781,17.730326
1/3/18,8.609951,5.728284,21.1644,15.492941,17.51132
1/4/18,8.771956,5.937277,21.661217,15.520773,17.383566
1/5/18,8.78732,5.956275,20.518539,15.613544,17.100683
1/8/18,8.779679,6.032273,20.56822,15.799091,17.374443
1/9/18,8.640758,6.022773,20.101213,15.799091,17.429193
1/10/18,8.640758,6.041773,20.160833,15.585711,18.250463
1/11/18,8.779679,6.34576,20.369493,16.003189,18.843603
1/12/18,8.802765,6.507255,20.121088,16.049572,18.414719
1/15/18,8.910796,6.478755,19.972042,16.095964,19.162985
1/16/18,9.026552,6.336261,19.803122,16.374275,18.925732
1/17/18,9.16539,6.573752,19.773315,17.032959,18.898355
1/18/18,9.21164,6.478755,19.445417,16.903076,19.026108
1/19/18,9.242533,6.241264,19.554716,16.940186,18.797977
1/22/18,9.473959,6.288762,19.465288,17.135008,18.615473
1/23/18,9.350565,6.08927,19.306309,16.921633,18.442093
1/24/18,9.960064,6.383759,19.67395,17.942122,18.861855
1/25/18,9.960064,6.383759,19.67395,17.942122,18.861855
1/26/18,10.376665,6.526254,19.664015,18.489483,19.071733
1/29/18,10.106624,6.393259,19.922358,18.415262,19.381992
1/30/18,10.168324,6.488255,20.121088,18.081284,19.464121
1/31/18,10.222381,6.535753,19.89255,18.276104,19.573624
2/1/18,10.19149,6.61175,20.270132,19.036837,19.874754
2/2/18,10.029484,6.602251,21.1644,18.526587,19.646624
2/5/18,9.720831,6.260264,20.786821,17.663805,19.619247
2/6/18,10.098902,6.412258,21.859943,18.545145,19.893005
2/7/18,9.890559,6.336261,21.55192,18.034897,20.413143
2/8/18,9.798056,6.222266,21.462494,17.673084,20.367517
2/9/18,9.782611,6.288762,21.303511,17.413326,20.148514
2/14/18,null,null,null,null,null
2/15/18,10.098902,6.687747,21.750647,17.997787,20.367517
2/16/18,10.338051,7.067734,21.98912,18.016342,20.513521
2/19/18,10.314884,7.381221,22.456125,18.600805,20.95153
2/20/18,10.731569,7.248227,22.326954,18.96262,20.89678
2/21/18,10.916659,7.447719,22.227591,18.786354,21.362167
2/22/18,11.094112,7.42872,22.247461,19.240932,21.626799
2/23/18,11.02879,7.514216,22.456125,19.593472,21.973557
2/26/18,11.044986,7.780207,22.475998,19.964558,22.083061
2/27/18,10.899372,7.599714,22.694599,19.946003,22.128687
2/28/18,10.61615,7.485718,21.621471,19.908894,21.964434
3/1/18,10.798413,7.580715,21.462494,19.509974,21.763678
3/2/18,10.887521,7.400221,21.363129,19.95528,22.037434
3/5/18,11.179173,7.504717,21.482367,20.521189,22.083061
3/6/18,11.130521,7.267226,20.896122,20.317091,22.110435
3/7/18,11.098085,7.41922,21.293573,20.103716,22.055685
3/8/18,11.025192,7.229228,20.617907,20.131546,22.083061
3/9/18,11.122411,7.191229,22.058674,20.771673,22.320314
3/12/18,11.227741,7.276725,21.830135,20.716007,22.420694
3/13/18,11.154846,7.238727,21.581726,20.511913,22.365942
3/14/18,11.041412,7.257726,20.985548,20.762396,22.174313
3/15/18,10.992846,7.058234,20.687456,19.769733,21.964434
3/16/18,10.887521,7.020235,20.667566,19.881063,21.909683
3/19/18,10.774084,6.811244,20.478592,19.417198,21.854931
3/20/18,10.774084,7.048735,20.329409,19.630579,21.681553
3/21/18,10.790302,7.115232,21.383669,20.456245,21.891432
3/22/18,10.749756,6.868242,21.135023,20.150101,21.836679
3/23/18,10.782194,6.744746,21.095238,20.177931,21.87318
3/26/18,10.96041,6.687747,21.28421,20.437693,22.019184
3/27/18,10.846977,6.535753,21.343885,19.890339,22.265564
3/28/18,10.976631,6.545253,21.28421,19.66769,22.566696
3/29/18,11.171064,6.782744,21.433401,19.862509,22.730953
4/2/18,11.106194,6.801744,21.18475,19.389368,22.438946
4/3/18,11.04952,6.801744,21.48313,19.213102,22.521072
4/4/18,11.057628,6.697248,21.16486,18.906956,22.375067
4/5/18,11.025192,7.134231,21.65221,19.6213,22.48457
4/6/18,10.936085,7.077233,21.532858,19.741905,22.521072
4/9/18,10.71741,6.887241,20.876429,19.046116,22.256439
4/10/18,10.765976,7.048735,22.278801,19.853231,22.356817
4/11/18,10.757865,7.048735,23.163986,20.224319,22.283815
4/12/18,10.927975,7.314724,22.895447,20.112993,22.356817
4/13/18,10.693085,7.362223,22.945177,19.66769,22.311192
4/16/18,10.498649,7.229228,22.577179,19.12961,22.146936
4/17/18,10.693085,7.43822,22.875553,19.509974,22.210814
4/18/18,10.903738,7.761208,22.676634,20.224319,22.302067
4/19/18,10.733628,7.694711,22.646799,20.595404,22.174313
4/20/18,10.644521,7.675711,23.372849,20.743841,22.083061
4/23/18,10.684975,7.590214,23.571768,20.855169,21.991808
4/24/18,10.660647,7.561716,23.404181,20.780949,22.010059
4/25/18,10.725519,7.504717,23.045036,20.15938,21.836679
4/26/18,11.073849,7.656712,23.124847,20.994326,22.16519
4/27/18,11.090065,7.561716,22.526276,21.068542,22.384195
4/30/18,11.025192,7.42872,22.087322,21.309752,22.324446
5/2/18,10.369083,7.343224,21.987562,20.966496,22.149099
5/3/18,10.085539,7.295725,22.067369,20.827339,21.586142
5/4/18,9.923537,7.409721,21.927702,20.660347,21.226219
5/7/18,9.939669,7.16273,21.967609,21.01288,21.38311
5/8/18,9.963993,7.086733,22.236967,21.254087,21.15239
5/9/18,9.98832,7.542716,23.025085,22.988928,20.921669
5/10/18,10.320431,7.71371,22.416536,23.888817,21.336966
5/11/18,10.158429,7.599714,22.306799,23.601225,20.903212
5/14/18,10.012648,7.637712,22.107275,24.343397,20.635578
5/15/18,9.874886,7.552215,23.045036,24.853649,20.211054
5/16/18,9.972102,7.751709,23.24456,25.41028,20.3864
5/17/18,9.534667,7.685211,22.695871,24.074364,20.137222
5/18/18,9.396993,7.647212,22.805609,23.796041,20.109537
5/21/18,9.340231,7.457219,22.566181,23.23941,19.961874
5/22/18,9.745321,7.409477,22.566181,22.969833,20.672491
5/23/18,9.51845,7.333091,22.895397,21.631248,20.524832
5/24/18,9.672338,7.199415,23.1448,18.665899,21.106245
5/25/18,9.534667,6.865224,23.344324,18.405615,20.995501
5/28/18,9.137686,6.349617,22.296824,15.719139,20.663263
5/29/18,9.072903,6.502389,22.017488,17.940823,20.515604
5/30/18,9.097231,6.502389,22.436489,17.643362,21.133932
6/1/18,9.235122,6.760193,22.735779,15.021955,21.789177
6/4/18,9.529574,6.865224,22.406561,16.295477,21.863007
6/5/18,9.056664,6.788838,21.997536,15.421675,21.503082
6/6/18,8.931745,6.731549,23.1448,15.179982,21.309278
6/7/18,8.387453,6.359165,23.593729,14.650126,20.663263
6/8/18,8.405298,6.196844,22.576155,14.176042,20.672491
6/11/18,8.208995,6.082264,23.294443,14.324773,20.589432
6/12/18,8.200073,6.177747,24.721041,14.371249,20.46023
6/13/18,8.137612,6.139555,24.721041,14.101676,20.395628
6/14/18,7.869929,6.05362,24.740993,14.036604,20.174137
6/15/18,7.950235,5.881751,24.002754,13.91576,19.860359
6/18/18,7.682549,5.872202,24.292065,13.478858,20.164909
6/19/18,8.021616,6.005878,23.793255,14.334071,20.349483
6/20/18,8.191152,6.311423,24.371874,15.068434,20.441772
6/21/18,7.950235,5.967685,24.062613,14.036604,20.220282
6/22/18,8.012692,6.10136,24.242182,14.0459,20.211054
6/25/18,7.977003,5.93904,23.93292,14.594352,20.127993
6/26/18,8.110844,5.795816,23.873014,14.910406,20.00802
6/27/18,7.869929,5.748075,23.763182,15.384489,19.971104
6/28/18,8.066231,5.843557,24.601883,15.430968,19.814215
6/29/18,8.191152,5.900847,24.222473,15.979422,19.998791
7/2/18,8.280379,5.93904,24.681761,16.239698,19.869587
7/3/18,8.556988,6.177747,25.93981,16.267591,19.869587
7/4/18,8.637291,6.27323,26.908312,16.369843,20.257196
7/5/18,8.655137,6.531034,23.064266,16.602236,20.183367
7/6/18,8.672985,6.693355,22.634932,16.676603,20.247969
7/10/18,8.690828,6.616968,22.525101,16.499983,19.989561
7/11/18,8.717597,6.473744,21.546618,16.183926,20.044933
7/12/18,8.842515,6.846128,21.626493,16.6859,20.211054
7/13/18,9.038818,6.827031,20.628042,16.834633,20.349483
7/16/18,9.092356,6.874773,20.967516,16.620825,20.3864
7/17/18,9.270811,7.275801,21.536634,17.001955,20.589432
7/18/18,9.261889,7.313994,21.267052,16.778854,20.515604
7/19/18,9.395731,7.199415,20.997469,17.10421,20.524832
7/20/18,9.699108,7.44767,20.618057,17.931528,20.570976
7/23/18,9.458191,7.495412,20.268599,17.903641,20.515604
7/24/18,9.476037,7.543154,20.068907,18.275471,20.672491
7/25/18,9.779412,7.399929,19.879202,18.554344,20.644808
7/26/18,9.609879,7.180319,19.619602,18.043077,20.497143
7/27/18,9.583111,7.514508,19.409927,18.377724,20.414087
7/30/18,9.681263,7.619541,19.150331,18.489273,20.266424
7/31/18,9.297581,7.342639,19.220222,18.331247,20.07262
8/1/18,9.502806,7.237608,19.220222,18.600826,20.164909
8/2/18,9.556342,7.371284,18.780903,18.972654,20.257196
8/3/18,9.841871,7.428575,18.770918,19.623362,20.284882
8/6/18,9.699108,7.409477,18.601181,19.558289,20.211054
8/7/18,9.681263,7.304446,18.890734,19.251526,20.201824
8/8/18,9.476037,7.495412,18.241739,18.72167,20.07262
8/9/18,9.288656,7.438122,18.431444,18.907583,19.934189
8/10/18,8.931745,7.17077,18.341585,18.210403,19.657324
8/13/18,8.88713,7.285349,18.221769,18.628712,19.795759
8/14/18,9.101277,7.44767,18.441429,18.619392,20.211054
8/15/18,9.083433,7.17077,18.27169,17.752722,20.118765
8/16/18,8.994205,7.037094,18.97061,17.659536,20.109537
8/17/18,8.878208,7.075288,19.389959,17.202904,20.164909
8/20/18,8.858888,7.361735,19.519758,17.109715,20.164909
8/21/18,8.658377,7.39038,19.639572,16.513294,20.035706
8/22/18,8.849771,7.515642,19.869215,17.100393,20.220282
8/23/18,8.612806,7.400016,19.49979,16.727634,19.989561
8/24/18,8.64926,7.611996,19.569679,17.053795,20.044933
8/27/18,8.895341,7.997414,19.91914,17.435877,20.07262
8/28/18,8.749516,7.881789,19.999016,17.100393,19.961874
8/29/18,8.995597,7.881789,19.869215,17.985699,20.266424
8/30/18,8.594579,7.602361,19.569679,17.519751,20.211054
8/31/18,8.740403,7.573454,19.569679,17.948421,20.395628
9/3/18,8.644555,7.506006,19.360006,17.706129,21.226219
9/4/18,8.544143,7.371111,19.799324,17.379963,21.041643
9/5/18,8.544143,7.303662,19.599634,17.473154,21.484627
9/6/18,8.854506,7.486735,19.67951,17.69681,21.43848
9/10/18,8.845379,7.467464,19.89917,17.948421,21.512312
9/11/18,8.480245,7.091683,20.018984,17.240177,21.410795
9/12/18,8.535016,7.24585,19.360006,17.659536,21.678431
9/13/18,8.589786,7.130225,19.150331,17.435877,22.407507
9/14/18,8.790608,7.062776,19.120377,17.510431,22.222929
9/17/18,8.927533,7.236214,19.200253,18.078888,22.13064
9/18/18,9.046203,7.602361,19.609619,18.871008,21.890692
9/19/18,9.037075,7.554183,19.539726,18.619392,21.816862
9/20/18,8.909276,7.534912,19.070454,18.516886,22.010668
9/21/18,9.009688,7.640902,19.070454,18.768497,21.927608
9/24/18,8.754096,7.467464,18.990578,18.638029,21.872236
9/25/18,8.827122,7.785434,19.220343,18.712585,21.899921
9/26/18,8.909276,7.756528,19.530025,18.81509,21.973753
9/27/18,9.174,7.70835,19.869678,19.998606,21.955294
9/28/18,9.219642,7.68908,19.80974,19.653803,22.029125
10/1/18,9.11923,7.515642,19.210352,19.569931,21.844549
10/2/18,9.493492,7.679444,19.849701,21.265993,22.047581
10/3/18,9.803857,7.679444,20.32921,22.169939,22.758198
10/4/18,9.730829,7.583089,19.849701,22.384275,23.533419
10/5/18,9.612161,7.428923,19.160404,22.328358,23.561106
10/8/18,10.196376,7.4771,19.180386,24.788582,23.155037
10/9/18,10.114222,7.554183,18.680897,24.993599,22.758198
10/10/18,9.867756,7.255485,18.940628,24.276033,22.453648
10/11/18,9.812985,7.168766,18.431152,23.567791,22.859716
10/15/18,9.876883,7.284391,18.191395,24.015102,23.210409
10/16/18,10.287661,7.457829,18.870699,24.909727,23.44113
10/17/18,10.196376,7.534912,18.840733,24.648796,23.81951
10/18/18,9.886011,7.236214,18.810762,23.949869,23.348841
10/19/18,9.867756,7.101318,18.740833,24.154888,23.348841
10/22/18,10.022938,7.428923,18.571009,24.723349,23.348841
10/23/18,10.00468,7.438559,18.491089,24.415821,23.13658
10/24/18,9.767344,7.197672,17.961632,23.931229,23.071978
10/25/18,9.876883,7.188037,18.681295,24.527651,23.071978
10/26/18,10.077706,7.342204,19.630852,25.720486,23.348841
10/29/18,9.940783,7.255485,19.370974,24.620838,22.979689
10/30/18,10.324175,7.380744,20.300541,26.093243,22.961231
10/31/18,10.260274,7.650537,20.920252,25.739124,23.210409
11/1/18,10.406327,7.843247,21.260094,25.459549,23.699535
11/5/18,10.49761,8.02632,21.779852,26.242346,24.022543
11/6/18,10.543253,8.064862,21.769857,25.338406,23.994858
11/7/18,10.588895,8.02632,21.589941,24.509012,23.828737
11/8/18,10.315046,7.727622,20.540428,23.623703,23.994858
11/9/18,10.543253,7.669809,20.370506,23.726213,23.911797
11/12/18,10.442842,7.428923,20.370506,23.605062,23.948715
11/13/18,10.369814,7.313298,20.390499,22.589293,24.12406
11/14/18,10.543253,7.197672,20.560419,23.390728,24.447067
11/16/18,10.944901,7.611996,20.600401,24.043062,24.548584
11/19/18,11.01793,7.400016,20.190592,24.229441,24.548584
11/21/18,10.817106,7.216943,20.820299,23.455959,24.271721
11/22/18,10.807977,7.168179,21.200121,23.530811,24.262493
11/23/18,10.826233,6.836591,20.860281,22.801029,24.170206
11/26/18,10.62541,6.690301,21.230106,22.688755,23.985628
11/27/18,11.036185,6.807333,21.469995,23.886349,23.708765
11/28/18,11.291779,6.865849,21.729874,23.746002,23.994858
11/29/18,11.401321,6.934116,21.73987,23.549526,25.093084
11/30/18,11.264395,7.138922,21.789846,23.820852,24.825447
12/3/18,11.182104,7.411995,21.789846,24.269953,24.862364
12/4/18,11.017529,7.20719,21.380037,23.708582,24.853134
12/5/18,11.017529,7.285211,21.489986,23.914415,24.862364
12/6/18,11.300966,7.187685,20.990219,23.006865,24.714705
12/7/18,11.081532,7.177933,20.460464,23.175276,24.613186
12/10/18,10.743234,6.98288,20.870274,21.930906,24.447067
12/11/18,10.779807,6.895106,21.020206,21.790562,24.594728
12/12/18,10.889524,6.924363,21.01021,21.799917,24.917736
12/13/18,11.063246,6.98288,20.790312,21.856058,25.010025
12/14/18,11.136391,6.865849,20.720345,21.56601,25.102314
12/17/18,10.834665,6.953622,21.240103,21.397604,24.908508
12/18/18,10.887822,6.963374,21.44001,20.583612,24.899279
12/19/18,10.878675,6.875602,20.790312,20.817522,25.369946
12/20/18,10.869525,6.661043,20.340523,20.106445,25.582209
12/21/18,10.750582,6.631785,21.459999,20.162586,25.831387
12/26/18,10.61334,6.670796,21.459999,20.981888,26.025192
12/27/18,10.796329,6.573269,21.049999,20.972208,26.283596
12/28/18,11.052512,6.768322,21.68,21.949688,26.625063
1/2/19,11.574031,6.98288,21.540001,23.285252,26.708122
1/3/19,11.674674,7.012137,21.9,23.856251,26.385115
1/4/19,11.638078,7.187685,20.799999,23.923996,26.440487
1/7/19,11.628927,7.236449,21.23,24.301439,26.099022
1/8/19,11.784468,7.187685,21.360001,24.156267,26.117477
1/9/19,11.940009,7.363232,21.280001,24.659525,26.394342
1/10/19,11.857664,7.333974,20.99,24.446608,26.302055
1/11/19,11.711272,7.158427,21.530001,24.185303,26.117477
1/14/19,11.885111,7.158427,21.620001,24.04981,25.942133
1/15/19,11.811916,7.02189,21.76,24.030455,25.831387
1/16/19,11.821065,6.98288,21.5,24.020775,25.988276
1/17/19,11.839364,7.080407,20.469999,24.349831,26.671207
1/18/19,11.830215,7.177933,19.85,24.582098,28.147814
1/21/19,11.784468,7.216943,20.139999,24.707914,28.360075
1/22/19,11.729571,7.012137,19.48,24.320793,28.600023
1/23/19,11.885111,7.236449,19.459999,24.611135,28.609251
1/24/19,12.077249,7.353479,19.67,24.717592,28.609251
1/28/19,12.342583,7.109664,19.26,23.972387,28.784599
1/29/19,12.141294,7.177933,19.16,24.553068,28.775372
