Date,ITSA4,GOAU4
12/17/18,10.834665,6.953622
12/18/18,10.887822,6.963374
12/19/18,10.878675,6.875602
12/20/18,10.869525,6.661043
12/21/18,10.750582,6.631785
12/26/18,10.61334,6.670796
12/27/18,10.796329,6.573269
12/28/18,11.052512,6.768322
1/2/19,11.574031,6.98288
1/3/19,11.674674,7.012137
1/4/19,11.638078,7.187685
1/7/19,11.628927,7.236449
1/8/19,11.784468,7.187685
1/9/19,11.940009,7.363232
1/10/19,11.857664,7.333974
1/11/19,11.711272,7.158427
1/14/19,11.885111,7.158427
1/15/19,11.811916,7.02189
1/16/19,11.821065,6.98288
1/17/19,11.839364,7.080407
1/18/19,11.830215,7.177933
1/21/19,11.784468,7.216943
1/22/19,11.729571,7.012137
1/23/19,11.885111,7.236449
1/24/19,12.077249,7.353479
1/28/19,12.342583,7.109664
1/29/19,12.141294,7.177933
1/30/19,12.278537,7.460758
1/31/19,12.351732,7.265706
2/1/19,12.38833,7.324222
2/4/19,12.626215,7.314469
2/5/19,12.232791,7.304717
2/6/19,11.711272,6.943869
2/7/19,11.729571,6.992632
2/8/19,12.104696,6.992632
2/11/19,12.022353,6.992632
2/12/19,12.223639,7.109664
2/13/19,11.958306,7.148674
2/14/19,12.260237,7.216943
2/15/19,12.104696,7.138922
2/18/19,11.857664,7.129169
2/19/19,12.104696,7.051148
2/20/19,12.077249,7.158427
2/21/19,12.406628,6.914611
2/22/19,12.210876,7.090158
2/25/19,12.125683,7.090158
2/26/19,12.135148,7.129169
2/27/19,11.964766,7.177933
2/28/19,11.709188,7.002385
3/1/19,11.623858,6.924363
3/6/19,null,null
3/7/19,11.652302,6.875255
3/8/19,11.860888,6.924365
3/11/19,12.192726,6.953829
3/12/19,12.230651,6.934186
3/13/19,12.306499,7.081512
3/14/19,12.107397,7.022582
3/15/19,12.135841,7.150265
3/18/19,12.221169,7.317235
3/19/19,12.031547,7.484206
3/20/19,11.822963,7.297592
3/21/19,11.64282,7.189553
3/22/19,11.310983,6.924365
3/25/19,11.339425,6.934186
3/26/19,11.405791,7.022582
3/27/19,10.836926,6.727928
3/28/19,11.424755,6.924365
3/29/19,11.358387,6.983294
4/1/19,11.358387,7.415453
4/2/19,11.254095,7.356523
4/3/19,11.140323,7.346701
4/4/19,11.187727,7.513671
4/5/19,11.443717,7.376167
4/8/19,11.434237,7.425275
4/9/19,11.263575,7.268127
4/10/19,11.206691,7.150265
4/11/19,11.064472,7.022582
4/12/19,10.950699,6.993116
4/15/19,10.931737,6.973472
4/16/19,11.026549,7.061869
4/17/19,10.874849,7.032403
4/18/19,10.988623,7.052047
4/22/19,10.950699,6.973472
4/23/19,11.235132,6.865433
4/24/19,11.235132,6.816324
4/25/19,11.415276,6.914542
4/26/19,11.396312,6.757394
4/29/19,11.187727,6.796681
4/30/19,11.292018,6.678819
5/2/19,11.329944,6.590423
5/3/19,11.159285,6.718107
5/6/19,10.846405,6.62971
5/7/19,10.846405,6.600245
5/8/19,10.941217,6.718107
5/9/19,10.893811,6.62971
5/10/19,10.855888,6.62971
5/13/19,10.666265,6.413631
5/14/19,10.685227,6.52167
5/15/19,10.666265,6.393988
5/16/19,10.505085,6.266304
5/17/19,10.505085,6.295769
5/20/19,10.846405,6.414371
5/21/19,11.178246,6.651574
5/22/19,11.111878,6.631807
5/23/19,11.073954,6.444021
5/24/19,10.950699,6.444021
5/27/19,10.979143,6.424254
5/28/19,11.254095,6.513206
5/29/19,11.529048,6.513206
5/30/19,11.690228,6.473672
5/31/19,11.747113,6.404487
6/3/19,11.794596,6.404487
6/4/19,11.823086,6.374837
6/5/19,11.538192,6.276002
6/6/19,11.671142,6.276002
6/7/19,11.775604,6.453905
6/10/19,11.59517,6.61204
6/11/19,11.623659,6.829476
6/12/19,11.566682,6.720758
6/13/19,11.414738,6.83936
6/14/19,11.376752,6.681225
6/17/19,11.367255,6.61204
6/18/19,11.585672,6.908544
6/19/19,11.75661,7.027146
6/21/19,11.965532,7.086447
6/24/19,12.013014,7.106213
6/25/19,11.946539,6.908544
6/26/19,12.326397,7.066679
6/27/19,12.28841,7.017262
6/28/19,12.240929,7.155631
7/1/19,12.269419,7.066679
7/2/19,12.136468,6.86901
7/3/19,12.316901,6.967845
7/4/19,12.487837,7.135864
7/5/19,12.601795,7.145747
7/8/19,12.611291,7.185281
7/10/19,12.66827,7.145747
7/11/19,12.535319,6.967845
7/12/19,12.345389,6.878894
7/15/19,12.297909,7.007379
7/16/19,12.240929,6.977728
7/17/19,12.278914,6.918428
7/18/19,12.544816,6.829476
7/19/19,12.392874,6.819592
7/22/19,12.582802,6.691107
7/23/19,12.649275,6.730641
7/24/19,12.630284,6.61204
7/25/19,12.250426,6.55274
7/26/19,12.354888,6.621923
7/29/19,12.335894,6.631807
7/30/19,12.136468,6.740526
7/31/19,11.842079,6.572506
8/1/19,11.918049,6.493439
8/2/19,11.832582,6.483555
8/5/19,11.642653,6.295769
8/6/19,12.022511,6.335303
8/7/19,12.335894,6.226585
8/8/19,12.459349,6.513206
8/9/19,12.402369,6.404487
8/12/19,11.965532,6.256235
8/13/19,12.269419,6.493439
8/14/19,12.107979,6.177168
8/15/19,12.155462,6.028915
8/16/19,12.204729,6.206818
8/19/19,11.990096,6.067562
8/20/19,11.804734,6.127244
8/21/19,11.951074,6.236658
8/22/19,11.755954,6.246605
8/23/19,11.590102,6.017828
8/26/19,11.541322,5.858679
8/27/19,11.726686,5.749264
8/28/19,11.902293,5.779104
8/29/19,11.960829,6.037722
8/30/19,11.990096,6.216765
9/2/19,11.863063,6.127244
9/3/19,11.677397,6.097403
9/4/19,11.863063,6.057616
9/5/19,12.293025,6.117296
9/6/19,12.654585,6.087456
9/9/19,12.810935,6.346074
9/10/19,12.6839,6.505223
9/11/19,12.644813,6.385861
9/12/19,12.810935,6.51517
9/13/19,12.859795,6.465436
9/16/19,12.820707,6.405754
9/17/19,12.879338,6.475382
9/18/19,12.898882,6.435595
9/19/19,12.781619,6.415701
9/20/19,12.937969,6.35602
9/23/19,12.801164,6.365967
9/24/19,12.762076,6.226712
9/25/19,12.840251,6.256552
9/26/19,13.113864,6.236658
9/27/19,13.084548,6.206818
9/30/19,12.879338,6.216765
10/1/19,12.654585,6.196871
10/2/19,12.361428,5.958147
10/3/19,12.214849,6.017828
10/4/19,12.224623,6.107349
10/7/19,11.902151,5.9482
10/8/19,11.863063,5.818892
10/9/19,12.04873,5.798998
10/10/19,12.146447,6.087456
10/11/19,12.410288,6.276445
10/14/19,12.615497,6.266499
10/15/19,12.635041,6.336127
10/16/19,12.869566,6.256552
10/17/19,12.850022,6.266499
10/18/19,12.771847,6.117296
10/21/19,12.957513,6.16703
10/22/19,13.250669,6.16703
10/23/19,13.348388,6.147137
10/24/19,13.338616,5.997934
10/25/19,13.475423,6.16703
10/28/19,13.592686,6.157084
10/29/19,13.46565,6.127244
10/30/19,13.631772,6.365967
10/31/19,13.397248,6.256552
11/1/19,13.446108,6.51517
11/4/19,13.582911,6.783734
11/5/19,13.749035,6.833468
11/6/19,13.641545,6.833468
11/7/19,13.622001,7.072192
11/8/19,13.446108,7.012511
11/11/19,13.573142,7.082138
11/12/19,13.41679,7.092113
11/13/19,13.192039,7.092113
11/14/19,13.319073,7.161937
11/18/19,13.289758,7.092113
11/19/19,13.113864,7.102088
11/21/19,13.201811,7.610805
11/22/19,13.397248,7.740478
11/25/19,13.074776,7.790352
11/26/19,12.762076,7.979874
11/27/19,12.918426,7.969899
11/28/19,12.947742,7.880126
11/29/19,12.967286,7.780377
12/2/19,13.074938,8.029749
12/3/19,13.045578,7.830251
12/4/19,13.35875,7.900075
12/5/19,13.300032,7.8901
12/6/19,13.172805,8.079623
12/9/19,13.388111,7.880126
12/10/19,13.368536,8.039723
12/11/19,13.329391,7.979874
12/12/19,13.309818,8.079623
12/13/19,13.413551,8.54844
12/16/19,13.28627,8.458666
12/17/19,13.540833,8.408792
12/18/19,13.677907,8.368894
12/19/19,13.687696,8.678113
12/20/19,13.560416,8.907535
12/23/19,13.658324,8.997309
12/26/19,13.893307,9.117006
12/27/19,13.834561,9.077107
12/30/19,13.795398,9.256654
1/2/20,14.049962,9.655648
1/3/20,13.844353,9.675597
1/6/20,13.81498,9.625723
1/7/20,13.628952,9.695547
1/8/20,13.423343,9.635698
1/9/20,13.158988,9.645673
1/10/20,13.07087,9.855145
1/13/20,13.247106,10.373836
1/14/20,13.39397,10.124465
1/15/20,13.17857,10.144415
1/16/20,13.207942,10.184315
1/17/20,13.315643,10.393786
1/20/20,13.129615,10.822704
1/21/20,12.826097,10.48356
1/22/20,13.012125,10.683057
1/23/20,13.266688,10.593283
1/24/20,13.07087,10.353887
1/27/20,12.786934,9.57585
1/28/20,12.835888,9.835195
1/29/20,12.698815,9.645673
1/30/20,12.806515,9.875093
1/31/20,12.591115,9.506024
2/3/20,12.581325,9.86512
2/4/20,12.610697,10.054642
2/5/20,12.679233,10.214239
2/6/20,12.55195,9.855145
2/7/20,12.522579,9.446177
2/10/20,12.777143,9.396302
2/11/20,13.002333,9.80527
2/12/20,13.090451,9.984818
2/13/20,12.894634,9.984818
2/14/20,12.728189,9.645673
2/17/20,12.728189,9.735447
2/18/20,12.914215,9.615748
2/19/20,13.061078,10.114491
2/20/20,12.97296,9.366378
2/21/20,12.7598,9.057158
2/26/20,null,null
2/27/20,11.823483,7.850201
2/28/20,11.962934,7.93
3/2/20,12.282212,8.22
3/3/20,12.102618,8.17
3/4/20,12.172461,8.65
3/5/20,11.803295,8.15
3/6/20,11.533905,7.6
3/9/20,10.805552,6.25
3/10/20,11.035034,6.79
3/11/20,10.376523,5.97
3/12/20,9.249075,4.7
3/13/20,10.176975,5.67
3/16/20,9.079458,5.04
3/17/20,9.518465,5.04
3/18/20,9.049525,4.32
3/19/20,8.740226,4.24
3/20/20,8.291242,4.15
3/23/20,7.513002,3.84
3/24/20,8.051783,4.17
3/25/20,8.590564,4.56
3/26/20,8.959728,4.81
3/27/20,8.480812,4.6
3/30/20,8.80009,4.5
3/31/20,8.750203,4.65
4/1/20,8.241355,4.46
4/2/20,8.351106,4.56
4/3/20,8.091693,4.18
4/6/20,8.690338,4.34
4/7/20,8.949752,4.6
4/8/20,9.298962,4.89
4/9/20,9.219142,4.72
4/13/20,9.468577,4.96
4/14/20,9.57833,5.11
4/15/20,9.279007,5.02
4/16/20,8.99964,5.1
4/17/20,9.119369,5.4
4/20/20,8.949752,5.2
4/22/20,8.939775,5.17
4/23/20,8.820045,5.32
4/24/20,8.381038,4.85
4/27/20,8.650429,5.03
4/28/20,9.259051,5.27
4/29/20,9.239098,5.5
4/30/20,8.979684,5.15
5/4/20,8.680361,5.1
5/5/20,8.889887,5.14
5/6/20,8.680361,5.2
5/7/20,8.271287,5.54
5/8/20,8.470835,5.83
5/11/20,8.400993,5.64
5/12/20,8.161535,5.44
5/13/20,8.201445,5.17
5/14/20,8.500768,5.25
5/15/20,8.121626,4.95
5/18/20,8.520722,5.42
5/19/20,8.221399,5.43
5/20/20,8.231377,5.42
5/21/20,8.670383,5.48
5/22/20,8.839999,5.32
5/25/20,9.219142,5.62
5/26/20,8.899864,5.44
5/27/20,9.089436,6.08
5/28/20,8.979684,6.2
5/29/20,8.839999,6.17
6/1/20,9.07,6.21
6/2/20,9.54,6.48
6/3/20,9.81,6.95
6/4/20,9.92,7.04
6/5/20,10.04,7.07
6/8/20,10.4,7.23
6/9/20,10.36,7.03
6/10/20,10.03,6.77
6/12/20,9.79,6.51
6/15/20,9.56,6.42
6/16/20,9.76,6.89
6/17/20,9.93,6.85
6/18/20,10.25,7.02
6/19/20,10.41,7.06
