Date,ITSA4,GOAU4,CMIG3,PETR4,TOTS3,USIM5,LAME4,BBAS3,CIEL3,LIGT3,ABEV3,KLBN11,VVAR3,CVCB3,GOLL4,EMBR3,CSNA3
10/26/15,4.33731,2.629987,4.889023,7.282466,32.969135,2.948654,14.489809,12.88527,21.604973,12.372133,17.2805,19.230658,3.310584,13.152596,3.55,25.767944,4.11599
10/27/15,4.301952,2.516463,4.774228,7.050539,33.044613,2.948654,14.449583,13.058755,21.803387,12.225429,17.39465,19.053841,3.310584,12.932006,3.56,26.999142,4.082797
10/28/15,4.272487,2.45024,4.855263,7.375236,32.081654,2.822561,14.425447,12.837956,21.489256,12.117845,17.245377,18.854654,2.803557,13.400757,3.56,26.97006,4.01641
10/29/15,4.207663,2.374557,4.747219,7.059817,31.430193,2.725565,13.572176,12.222869,20.557831,12.078724,16.683409,18.524618,2.475481,13.327228,3.49,27.183344,3.576597
10/30/15,4.243021,2.459701,4.835006,7.152587,32.261009,2.696467,13.451403,12.593497,20.144411,12.54818,16.762438,18.558466,2.883091,13.419142,3.55,27.416006,3.601491
11/3/15,4.425704,2.658369,5.105117,7.866919,34.43248,2.841959,14.433494,13.705384,20.82235,12.665544,17.210258,19.633215,3.181342,13.786788,3.66,28.521179,4.198974
11/4/15,4.455169,2.563765,5.260434,7.495837,33.450603,2.822561,14.272491,13.760587,20.50267,13.007856,17.210258,19.463959,3.131633,13.8787,3.7,27.435394,4.11599
11/5/15,4.525886,2.563765,5.38198,7.523668,34.696857,2.812861,14.586448,14.430869,20.916082,12.616642,17.087324,19.125463,2.743907,13.970612,3.8,27.697147,4.107692
11/6/15,4.419811,2.469161,5.024083,7.254635,34.517509,2.686767,13.950492,13.721153,20.646008,12.176527,16.657066,19.159307,2.743907,13.511052,3.62,27.251202,4.149184
11/9/15,4.331416,2.488082,4.997074,7.338127,34.838455,2.63827,13.934402,13.531898,20.183065,12.430816,16.419989,18.854654,2.733966,13.511052,3.55,26.902199,4.198974
11/10/15,4.331416,2.412399,5.064597,7.059817,34.441936,2.618871,13.829719,13.508241,20.397985,12.988295,16.376085,18.981594,2.733966,13.557009,3.48,26.902199,4.281958
11/11/15,4.425704,2.459701,5.206409,7.161864,33.979275,2.706166,14.530035,13.610756,20.155445,13.056757,16.736099,19.700914,2.733966,13.759213,3.51,26.960367,4.431328
11/12/15,4.449276,2.317795,5.030836,7.031986,34.22485,2.696467,14.497854,13.571328,20.370447,12.919832,16.586826,19.988646,2.733966,13.602963,3.56,26.553198,4.497715
11/13/15,4.360881,2.308335,4.943049,6.744398,34.083145,2.550974,14.763538,13.460927,20.359415,12.685104,16.771215,20.064808,2.733966,13.327228,3.58,27.512949,4.0662
11/16/15,4.390347,2.166429,4.929544,7.143311,33.327911,2.473378,14.747447,13.642298,20.359415,12.313452,16.727314,20.310221,2.336298,13.327228,3.43,27.958895,4.082797
11/17/15,4.455169,1.977221,4.807989,7.198972,33.658333,2.386082,14.747447,13.886755,20.634972,12.430816,16.78878,20.39485,2.58484,13.327228,3.53,27.842564,4.074498
11/18/15,4.49642,1.94884,4.855263,7.254635,33.752731,2.735265,14.811809,13.989268,20.28227,12.176527,16.832684,20.25099,2.883091,13.327228,3.47,27.861952,4.77986
11/19/15,4.567135,1.939379,4.902529,7.273189,33.233418,2.560673,14.980854,14.769954,20.772749,11.70707,16.990738,20.674116,2.972566,13.143405,3.61,28.259426,4.862844
11/23/15,4.555357,1.778553,4.936296,7.495837,34.120979,2.444279,15.294809,14.643785,21.037273,12.078724,16.736099,20.59795,2.972566,13.327228,3.53,28.598738,4.754965
11/24/15,4.573036,1.825855,4.97681,7.885472,33.658333,2.541274,15.101627,14.803606,20.888462,11.599486,16.630728,20.310221,2.972566,13.051492,3.54,28.685986,5.003916
11/25/15,4.354988,1.873157,4.835006,7.328851,33.61113,2.512176,15.013034,13.848531,20.458622,11.325636,16.332184,20.801054,2.962624,13.097448,3.5,28.463013,5.062004
11/26/15,4.43749,1.892077,4.936296,7.347405,33.988739,2.483077,15.11772,14.206683,20.794815,11.491902,16.516579,20.919531,2.962624,13.713259,3.46,28.453316,4.995617
11/27/15,4.331416,1.873157,4.699947,7.050539,33.516724,2.42488,14.650807,13.760984,20.31529,10.836619,16.30584,20.496399,2.962624,13.143405,3.45,28.346678,4.87944
11/30/15,4.272487,1.873157,4.456844,7.115479,31.600086,2.133894,13.87799,12.96509,19.350761,10.562771,16.367308,20.081732,2.883091,12.683845,3.41,29.471241,4.564102
12/1/15,4.389623,1.816394,4.186732,6.948492,32.478191,1.969003,14.047033,12.96509,19.152351,10.122655,16.446331,19.396261,2.555015,12.775756,3.37,28.821709,4.26536
12/2/15,4.31282,1.759632,4.321792,6.976325,33.139008,1.988402,14.32881,13.068557,19.075207,10.093314,16.191689,20.293295,2.216997,12.601123,3.47,29.083464,4.132587
12/3/15,4.490056,1.797474,4.321792,7.403068,34.460846,2.007801,15.021079,14.166888,20.116877,10.171556,16.463892,20.682577,2.216997,12.454064,3.57,29.170712,4.174079
12/4/15,4.442792,1.636647,4.254262,6.976325,32.676456,1.920505,14.892357,13.784861,19.786238,9.672758,16.279501,20.665653,2.216997,12.316197,3.49,29.034992,4.041305
12/7/15,4.395529,1.570424,4.240757,6.670183,32.99741,1.842909,14.972809,13.72915,19.841316,9.535834,16.332184,20.59795,2.485424,12.270241,3.44,29.199797,4.033007
12/8/15,4.36599,1.47582,4.139466,6.61452,31.864473,1.745914,14.723312,13.593843,19.692507,9.38913,15.928268,20.124046,2.485424,12.022078,3.41,29.005907,3.775758
12/9/15,4.584589,1.494741,4.294782,7.096925,31.770067,1.775012,15.246536,14.962785,20.668066,9.42825,16.226814,19.633215,2.246823,11.94855,3.51,28.395151,3.858741
12/10/15,4.588954,1.46636,4.234006,6.911385,29.749573,1.794411,15.294809,14.326066,20.061794,9.291326,16.068762,20.047884,2.137464,12.132373,3.34,28.773239,3.833846
12/11/15,4.558842,1.371756,4.11921,6.725843,30.212221,1.745914,15.174034,14.047503,19.968065,9.115279,16.051197,20.047884,1.93863,12.224287,3.33,28.501789,3.742564
12/14/15,4.420333,1.333915,3.889612,6.688735,29.938473,1.687717,14.972809,13.452872,19.786238,8.860991,15.849241,19.726305,1.869038,11.94855,3.35,28.307903,3.684475
12/15/15,4.444422,1.352835,4.044929,6.883553,29.76849,1.629519,14.996943,13.549889,19.565758,9.105499,15.673629,19.472424,1.869038,11.902594,3.24,28.114014,3.65958
12/16/15,4.414311,1.371756,4.267767,6.762952,29.447538,1.551923,14.932583,13.339688,19.753141,9.467372,15.928268,19.42165,1.988339,11.94855,3.24,28.569649,3.56
12/17/15,4.522709,1.381217,4.206996,6.679459,30.165022,1.474327,14.86008,13.250754,19.885441,9.301106,15.937048,19.040833,1.988339,12.316197,3.15,28.356371,3.568298
12/18/15,4.305913,1.4569,4.085442,6.512473,29.919556,1.40643,14.312718,12.89503,19.157902,8.802308,15.629724,18.541542,1.869038,11.87502,2.95,27.532341,3.477016
12/21/15,4.227617,1.437979,4.152971,6.159945,28.616636,1.484027,14.360989,12.054226,18.739012,8.87077,15.805339,18.609241,1.869038,11.591801,2.8,27.745617,3.327646
12/22/15,4.24569,1.485281,4.05168,6.299101,29.454668,1.464628,14.256403,12.126987,18.490999,8.724066,15.893882,19.133923,1.312304,11.4527,2.49,28.415478,3.335944
12/23/15,4.21558,1.570424,4.173228,6.428978,30.404814,1.503426,14.457628,12.005717,18.970522,8.763187,16.115248,19.227013,1.511137,11.573255,2.46,28.231026,3.593193
12/28/15,4.203537,1.570424,4.186732,6.215607,29.787184,1.532524,15.294809,12.11082,18.915361,8.87077,16.06212,19.370876,1.789505,11.545435,2.39,27.803865,3.518508
12/29/15,4.203537,1.560964,4.173228,6.206331,29.787184,1.503426,15.987078,11.965294,18.794172,8.900112,16.115248,19.353952,1.491254,12.148209,2.39,28.211609,3.485314
12/30/15,4.143307,1.570424,4.139466,6.215607,29.483225,1.503426,15.616811,11.916788,18.513056,9.682538,15.805341,19.84478,1.491254,12.519145,2.52,29.308617,3.319347
1/4/16,3.974688,1.513662,3.931572,6.373318,29.160133,1.41613,15.109673,11.512556,17.752501,8.548019,15.238648,18.566927,1.193003,11.619621,2.41,28.46402,3.20317
1/5/16,4.040931,1.390677,3.820433,6.197053,29.017626,1.299736,15.224617,11.552979,18.601236,8.440436,15.47772,18.516151,1.242712,11.610349,2.25,28.46402,3.045501
1/6/16,4.077063,1.21093,3.62594,5.937296,29.739683,1.183342,15.087539,11.552979,18.887825,8.352413,15.327195,18.566927,1.242712,11.276504,2,28.056276,2.804848
1/7/16,4.016843,1.135247,3.4245,5.807419,28.960596,1.115445,14.71633,11.278098,18.959492,8.411095,14.919887,17.898384,1.17312,11.230135,1.87,27.444672,2.738461
1/8/16,4.016843,1.182548,3.264734,5.816695,29.027147,1.144543,14.813187,11.278098,19.290205,8.225267,15.114684,17.585266,1.17312,11.26723,1.79,27.541754,2.838042
1/11/16,3.968665,1.154167,3.306409,5.649709,27.3358,1.163942,14.893823,10.954715,18.380754,8.068783,14.875612,16.713619,1.093586,11.461973,1.69,27.434959,2.79655
1/12/16,3.920487,1.116326,3.368927,5.130196,28.267008,1.115445,14.603443,10.574733,18.446947,7.824274,15.034992,16.925186,1.073703,11.591801,1.61,28.056276,2.721864
1/13/16,3.932533,1.031182,3.257789,4.888993,28.457016,0.999051,14.603443,10.380702,18.099728,7.491743,14.902176,16.628996,1.073703,11.397058,1.44,27.425257,2.655478
1/14/16,3.950598,1.059563,3.209162,5.278628,28.219503,1.00875,14.853504,10.962799,17.967424,7.638447,14.919887,16.815174,1.183061,11.601074,1.31,27.289341,2.738461
1/15/16,3.884353,1.040643,3.125806,4.796223,27.554373,0.931154,14.571091,10.542395,18.055601,7.746032,14.689666,16.713619,1.17312,11.332145,1.27,26.211752,2.630582
1/18/16,3.866288,1.040643,3.125806,4.452973,27.725441,0.989351,15.006807,10.477718,17.989489,7.13965,14.379757,16.493591,1.11347,11.489794,1.3,26.134081,2.655478
1/19/16,3.824133,0.993341,2.97994,4.323093,28.333454,0.979652,14.837379,10.380702,17.912268,7.032066,14.831337,16.823631,1.11347,11.517613,1.27,26.619488,2.721864
1/20/16,3.781972,0.97442,3.021614,4.109723,27.554373,0.989351,14.280712,10.283683,17.906788,6.84624,14.645392,16.569754,1.193003,11.499065,1.28,26.11467,2.672074
1/21/16,3.794023,0.936578,3.035505,4.174661,26.965303,0.950553,14.232232,10.275598,17.912268,6.807118,14.450594,16.984423,1.193003,11.638168,1.18,26.299122,2.755058
1/22/16,3.854245,0.936578,3.10497,4.091169,27.174353,0.969952,14.296839,10.510057,17.884727,6.953824,14.919887,17.094433,1.193003,11.962737,1.16,27.095181,2.862936
1/26/16,3.914466,0.917658,3.091078,3.896351,27.554373,0.940854,13.95798,10.421126,17.498932,6.8658,14.91103,16.637457,1.11347,11.415606,1.17,26.541821,2.838042
1/27/16,3.920487,0.936578,3.410609,4.239601,28.038918,0.872957,14.36941,10.267519,17.884727,7.129869,15.778772,16.628996,1.11347,12.111115,1.19,27.250505,2.887831
1/28/16,4.004798,0.936578,3.709296,4.267432,28.647032,0.834159,14.611506,10.493888,17.950916,7.628667,15.840755,17.009811,1.23277,11.879277,1.2,26.143789,2.862936
1/29/16,4.143307,0.97442,4.105228,4.49008,30.784931,0.824459,15.039062,11.197252,18.667345,7.941638,16.522554,17.771446,1.23277,11.591801,1.53,27.920368,2.94592
2/1/16,4.167396,1.087945,4.619254,4.378756,30.442802,0.931154,14.837379,11.447876,18.380754,8.57736,16.406635,17.119823,1.332187,11.591801,2.3,27.891239,3.111888
2/2/16,3.824133,1.097405,3.646777,3.989122,30.024794,0.911755,13.95798,10.590902,17.195833,7.746032,16.032141,16.578217,1.302362,11.591801,1.95,26.464157,3.128484
2/3/16,4.022863,1.116326,3.792651,4.165385,28.894062,0.931154,14.038612,10.728343,17.76346,7.69713,16.139135,17.009811,1.431604,11.313596,2.16,26.609777,3.145081
2/4/16,4.089107,1.22985,3.799596,4.388032,29.264656,0.989351,14.232232,11.156831,18.215439,7.980759,16.370975,17.308857,1.491254,11.591801,2.32,26.881603,3.452121
2/5/16,4.083086,1.324454,4.042717,4.21177,29.644676,0.979652,13.812742,11.067896,17.124166,8.733846,16.174803,17.632547,1.580729,11.146676,2.22,27.085468,3.634685
2/10/16,4.089107,1.409598,4.410868,3.998398,29.264656,0.940854,14.199979,11.067896,16.815517,8.606702,15.996474,17.717724,1.560846,10.525356,2.03,27.755331,3.60979
2/11/16,3.998774,1.192009,4.056609,3.924182,28.799053,0.824459,13.869185,10.558567,15.487261,8.401315,15.916223,17.325893,1.560846,10.015316,1.95,26.697149,3.219767
2/12/16,4.004798,1.22039,4.028819,4.128277,28.647032,0.824459,14.030551,10.510057,16.121071,8.117685,15.978642,17.164047,1.560846,10.423348,1.99,27.376715,3.335944
2/15/16,4.01082,1.22985,4.0705,4.239601,27.630436,0.872957,14.256522,10.623243,16.396631,7.980759,15.978642,17.504772,1.590671,10.274972,1.91,27.541754,3.40233
2/16/16,4.071042,1.324454,4.202475,4.118999,28.514042,0.950553,14.538837,10.833444,16.473768,8.264389,16.023224,17.615515,1.729855,10.339886,1.93,28.629057,3.676177
2/17/16,4.089107,1.362296,4.258048,4.341647,28.50452,0.969952,14.853504,10.801105,16.451786,9.007695,16.281801,17.700691,1.869038,10.284245,1.88,28.629057,3.775758
2/18/16,4.016843,1.296073,4.39697,4.258154,29.179173,0.843858,15.079475,10.404957,16.865122,8.694725,16.406635,17.81143,1.958513,11.12813,1.85,29.153292,3.808951
2/19/16,4.048882,1.314994,4.160801,4.137554,29.587656,0.853558,15.248904,10.518142,17.487902,8.636042,16.335304,18.015863,1.988339,11.220863,1.8,28.502846,3.842144
2/22/16,4.185919,1.343375,4.320566,4.675621,30.822914,0.882656,15.853952,11.003221,17.664251,9.350007,16.576054,18.118082,1.93863,11.174496,1.98,29.25037,4.248764
2/23/16,4.17969,1.277152,4.188584,4.564297,31.354969,0.902055,15.611951,10.930461,17.27298,8.83165,16.281801,18.220299,1.888922,11.12813,1.97,28.64847,4.331748
2/24/16,4.148545,1.22039,3.966307,4.517911,29.644676,0.882656,15.620017,10.566648,17.058058,8.508898,16.210472,17.871054,1.839213,11.12813,1.93,28.658178,4.340046
2/25/16,4.17969,1.087945,4.167747,4.536466,29.169655,0.892356,16.015318,10.607074,16.947819,7.970979,15.791389,17.802912,2.038047,11.146676,1.88,29.318327,4.331748
2/26/16,4.142315,1.087945,3.966307,4.517911,29.036566,0.863257,15.708713,10.671749,16.799007,7.72647,15.720054,17.998823,2.137464,11.916372,2.17,28.842632,4.149184
2/29/16,4.248209,1.144707,4.077446,4.768392,29.929789,0.872957,16.047571,10.946629,17.091078,7.922078,15.728971,18.313997,2.236881,12.231668,2.31,29.318327,4.315151
3/1/16,4.434506,1.182548,4.264994,4.926101,31.164951,0.882656,16.281605,11.577229,17.746948,8.342633,16.272888,18.620647,2.236881,12.472777,2.25,28.832922,4.481119
3/2/16,4.503208,1.182548,4.244157,5.24152,31.449968,0.911755,16.434908,11.941042,18.231949,8.557799,16.174803,18.177708,2.197114,13.029183,2.73,28.250439,4.688578
3/3/16,4.871711,1.362296,4.869319,6.095006,30.927437,1.231839,16.53973,13.51147,19.058699,9.046817,16.442305,17.462179,1.978397,13.233201,3.8,24.299265,5.393938
3/4/16,5.065327,1.570424,4.910994,6.698011,31.33602,1.319135,17.354624,14.845533,19.587828,9.017477,17.039724,17.888088,2.256764,14.095629,3.16,22.396481,6.273566
3/7/16,5.00287,1.636647,4.848475,6.837168,31.972586,1.41613,17.750023,14.853669,19.290205,8.939233,17.093222,17.930679,2.415832,13.947255,3.3,23.279913,6.829556
3/8/16,5.177748,1.655568,4.945722,6.929938,32.020096,1.503426,17.685415,16.472443,19.565758,9.271764,16.986219,17.709209,2.296531,13.771059,3.26,22.959547,5.900139
3/9/16,5.052835,1.769093,4.869319,7.050539,30.955902,1.862308,17.846785,16.513113,19.240602,9.721661,16.629555,17.274788,2.296531,14.002896,3.22,22.736263,5.659486
3/10/16,5.240204,2.033983,4.966566,7.375236,31.022444,2.046599,18.347008,17.489264,19.659407,10.103094,16.611721,16.959616,2.395948,14.679856,3.43,21.318884,6.082703
3/11/16,5.333899,1.94884,5.348608,7.505114,31.041391,1.959303,17.177134,18.587423,18.612261,10.552989,16.24614,17.104424,2.395948,15.06934,3.3,21.843126,5.858647
3/14/16,5.296417,1.901538,5.070759,6.864999,30.879938,1.794411,16.403402,18.136692,18.553082,9.975949,16.08564,17.053312,2.356181,14.93024,3.06,21.872252,5.742471
3/15/16,4.990378,1.542043,4.79291,6.132115,30.214808,1.513125,15.91073,14.296934,18.525202,9.291326,16.317472,17.385519,2.356181,13.873067,2.68,22.736263,5.037109
3/16/16,4.865465,1.665028,4.799856,6.70729,30.689831,1.678017,16.581173,14.77895,18.703743,8.538239,16.308556,18.118082,2.356181,13.975074,2.66,22.736263,5.568204
3/17/16,5.365127,1.854236,5.244416,7.514391,29.454668,1.852608,17.606873,16.903065,19.585348,9.144621,16.700888,18.015863,2.286589,14.939513,3.04,22.01787,6.580606
3/18/16,5.358881,2.005602,5.348608,7.532945,28.50452,1.852608,17.606873,16.633469,19.680237,9.281545,16.424473,18.441767,2.40589,15.672116,2.99,22.085825,6.572307
3/21/16,5.427585,1.9583,5.487529,7.477283,28.580578,1.891407,17.687593,16.911236,19.585348,9.526053,16.700888,18.518431,2.415832,15.542286,2.93,22.377066,6.55571
3/22/16,5.23396,2.033983,5.522265,7.523668,28.029493,1.862308,17.687593,16.666142,19.641109,9.878146,16.709806,18.509914,2.415832,15.301178,3.29,22.795237,6.754871
3/23/16,5.077818,1.863696,5.397228,7.217527,27.202818,1.707116,17.122274,16.045252,19.122208,9.467372,16.941637,18.49288,2.376065,15.022974,3.2,22.727161,6.306759
3/24/16,5.077818,1.967761,5.501428,7.245358,27.041271,1.775012,17.073843,15.514222,18.692577,9.486932,16.941637,18.33955,2.376065,14.791139,3.11,23.009188,6.464427
3/28/16,5.277679,2.081285,5.730649,7.82981,27.544855,1.804111,17.574587,16.421053,19.484911,9.985729,17.209139,18.296963,2.376065,15.403186,3.3,22.86331,6.472727
3/29/16,5.333899,2.119127,5.772332,7.876195,27.041271,1.765313,17.437267,16.911236,19.841984,9.878146,17.244801,18.211777,2.376065,15.90395,3.27,23.398186,6.140792
3/30/16,5.290179,2.308335,5.827897,7.82981,26.765774,1.775012,16.984957,16.559938,20.014975,9.946609,17.075386,17.538849,2.40589,15.764848,2.96,23.339834,6.182284
3/31/16,5.102801,2.308335,5.619512,7.709209,25.882072,1.755613,16.127213,16.151451,19.468195,9.702101,16.763302,16.482597,2.40589,15.52374,2.77,23.19396,5.916737
4/1/16,5.102801,2.374557,5.508374,7.755593,26.214685,1.736214,16.272602,16.151451,20.187969,9.555395,16.790052,16.508148,2.376065,15.774121,2.72,22.775787,6.0993
4/4/16,4.934167,2.279953,5.174952,6.994877,26.072178,1.600421,15.603906,15.236454,20.003805,9.291326,16.504723,15.954475,2.376065,15.764848,2.49,22.50349,5.767365
4/5/16,4.909185,2.261033,5.001296,7.236081,25.749083,1.551923,15.468146,14.991364,20.227022,8.802308,16.683052,15.588198,2.376065,16.043051,2.54,22.357615,6.306759
4/6/16,4.778017,2.20427,4.709554,7.031986,25.844088,1.40643,15.390636,14.852481,19.936874,8.215487,16.611721,15.247467,2.376065,15.996684,2.48,21.706041,6.373147
4/7/16,4.846728,2.100206,4.660926,7.143311,26.765774,1.425829,15.002996,15.309978,20.254902,7.922078,16.540388,14.940817,2.376065,16.599461,2.37,22.085316,6.29846
4/8/16,5.134029,2.327255,4.93183,7.662824,26.936741,1.629519,15.555378,17.074627,21.259279,8.596921,16.558224,14.05493,2.376065,17.202232,2.36,21.57962,6.846153
4/11/16,5.146521,2.365097,5.209679,7.783426,26.794235,1.736214,14.712218,17.59749,20.824104,8.538239,16.228306,13.416068,2.376065,17.712271,2.29,20.480701,7.460232
4/12/16,5.383864,2.488082,5.411127,8.386433,27.079346,1.930205,15.38091,18.054991,21.339628,8.704505,16.406635,13.867531,2.366123,18.055391,2.31,20.500154,8.94564
4/13/16,5.408847,2.819195,5.522265,8.803898,25.882072,2.153293,15.264696,18.242893,22.082869,9.643417,16.317472,13.833456,2.733966,17.5639,2.59,20.801626,10.787876
4/14/16,5.296417,2.488082,5.306926,8.497756,26.271709,1.939904,15.516672,17.916109,22.317247,9.38913,16.709806,13.714205,2.395948,16.998217,2.5,21.219801,9.50993
4/15/16,5.383864,2.69621,5.418072,8.989438,26.604225,2.036899,15.797725,18.545172,22.06278,9.584736,16.932722,13.884563,2.395948,17.51753,2.59,21.686598,9.891653
4/18/16,5.340144,2.611067,5.23747,8.571973,26.613745,2.007801,14.847884,18.038654,22.029354,9.545615,16.905968,13.969746,2.395948,17.851374,2.48,21.657421,10.041025
4/19/16,5.333899,2.743512,5.223578,8.91522,26.737213,2.22119,14.692865,17.956959,22.109709,9.526053,17.048637,14.276399,2.455598,18.083206,2.66,21.054476,11.036829
4/20/16,5.227715,2.790814,5.147169,8.794621,26.94626,2.434579,14.489322,17.834414,21.707956,9.43803,17.119968,15.025996,2.455598,17.990475,2.57,21.297602,11.33557
4/22/16,5.177748,2.771894,5.036031,9.0451,26.784716,2.521875,14.111307,17.376915,21.995852,9.173962,17.084307,15.31561,2.455598,18.064659,2.53,21.122549,11.119812
4/25/16,5.121538,2.582686,4.938775,8.655465,26.803755,2.259988,14.469967,16.992933,21.292788,9.301106,17.057552,15.255985,2.455598,17.897739,2.43,20.762728,10.099113
4/26/16,5.308908,2.629987,4.924885,8.970884,27.269358,2.327885,14.983546,17.769058,21.935589,9.37935,17.155636,15.571157,2.574898,18.03684,2.5,21.132278,10.206992
4/27/16,5.440076,2.771894,4.966566,9.508953,26.949486,2.502476,15.594181,18.218388,22.56497,9.682538,17.262636,15.945958,2.575421,18.327566,2.47,21.365673,10.746385
4/28/16,5.427585,2.715131,4.980457,9.490397,27.614553,2.386082,15.506948,17.769058,22.799349,10.132435,17.351801,15.349684,2.585365,18.134743,2.45,20.811348,10.754685
4/29/16,5.408847,2.752973,4.758173,9.490397,27.180767,2.42488,15.536027,18.063162,22.431105,10.121991,17.289387,14.847116,2.953283,18.317926,2.44,20.004179,10.904056
5/2/16,5.290179,2.667829,4.927381,9.434735,28.077223,2.415181,15.448792,17.605661,22.484617,9.758386,17.396387,14.677249,2.78424,18.240797,2.56,19.644361,10.704894
5/3/16,5.001621,2.488082,4.64099,9.072931,27.720589,2.23089,15.526299,16.698826,23.388559,9.414434,17.467718,14.574371,2.78424,17.778028,2.53,19.692982,10.140605
5/4/16,5.084064,2.592146,4.53084,9.20281,27.749462,2.356984,14.73157,17.058292,23.247946,9.237545,17.476637,14.840137,2.78424,17.594849,3.25,19.556837,9.767179
5/5/16,5.029099,2.516463,4.44272,9.100763,28.134968,2.289087,14.421439,16.764177,23.268032,9.188409,17.066471,14.943016,2.78424,17.267054,2.7,19.372063,9.144801
5/6/16,5.049716,2.573225,4.545527,9.351242,27.942215,2.259988,13.723668,16.903065,22.879702,9.070482,16.798971,14.994456,2.694746,17.662334,2.65,18.623243,9.244382
5/9/16,5.118419,2.459701,4.41335,8.794621,28.212128,2.056298,13.093681,16.543602,22.631981,8.903421,16.843554,14.840137,2.684802,17.633413,2.63,18.89554,8.314965
5/10/16,5.358881,2.535384,4.685054,9.471845,29.060291,2.259988,13.471693,17.52396,23.093998,9.139274,17.021885,15.234502,2.684802,18.423975,2.67,19.119211,8.688391
5/11/16,5.324527,2.582686,4.699739,9.508953,28.067566,2.308486,13.888412,16.731506,23.174345,9.28668,16.816803,14.951591,2.804127,18.501102,2.8,18.652416,8.256875
5/12/16,5.38636,2.535384,4.993473,9.08221,29.648298,2.250288,14.295501,16.257658,23.810396,9.375126,17.102139,14.574371,3.082551,19.291668,3.11,18.341223,7.991329
5/13/16,5.262693,2.365097,4.589591,8.776065,28.453064,2.124195,13.878686,15.816502,23.181017,9.178581,16.72764,14.651527,3.062663,19.185617,2.97,18.146721,6.970628
5/16/16,5.235215,2.185349,4.508812,9.0451,28.482031,2.114496,14.634709,15.571412,23.335045,8.893594,16.736555,14.951591,3.410694,19.551971,2.93,18.234243,6.904242
5/17/16,5.070324,2.071825,4.361942,8.813175,28.096434,2.095096,15.565103,14.819798,22.5583,8.618433,16.549303,15.080186,3.082551,19.445923,2.74,18.16617,6.846153
5/18/16,5.070324,2.052904,4.053523,8.646187,27.69162,1.969003,15.700765,14.836139,21.875324,8.657743,16.406635,15.303092,2.983114,19.523056,2.75,18.477367,6.481025
5/19/16,5.097803,1.9583,3.95806,8.312217,27.325335,1.82351,15.061152,14.484838,21.728041,8.451371,16.58497,15.320236,2.78424,19.089205,2.66,18.574621,6.182284
5/20/16,5.03597,2.005602,4.053523,8.256554,26.573542,1.775012,15.555378,14.141714,21.085236,8.3531,16.531471,15.603146,2.78424,19.137407,2.61,18.428743,6.041212
5/23/16,5.049716,1.939379,3.950717,7.885472,25.975975,1.687717,15.38091,13.888453,21.024981,8.176209,16.442305,15.491696,2.78424,19.137407,2.66,18.438465,5.99972
5/24/16,5.001621,1.892077,3.965402,7.913304,27.344646,1.648919,15.051426,13.158619,21.132084,8.225346,16.66522,15.431684,2.78424,19.330231,2.47,18.632963,5.684382
5/25/16,4.994752,1.939379,3.928689,8.043181,26.853111,1.687717,14.925487,13.545644,21.272699,8.303963,16.923803,15.517415,2.78424,19.686949,2.5,18.52599,5.601398
5/27/16,4.994752,1.873157,3.928689,7.634992,27.518181,1.648919,14.663786,13.282138,21.192347,8.500506,17.209139,15.431684,2.684802,20.323256,2.5,18.535717,5.33585
5/30/16,4.987875,1.835315,3.980088,7.774148,27.469994,1.61012,14.876959,13.512703,20.95797,8.3531,17.075386,15.663159,2.684802,20.120796,2.4,18.136997,5.385641
5/31/16,4.905434,1.825855,4.134301,7.458729,28.549444,1.61982,14.896412,13.562111,21.259279,8.844458,17.039724,15.560287,2.585365,20.631767,2.27,18.282869,5.427132
6/1/16,5.013284,1.844776,4.075552,7.588608,28.626596,1.61012,14.73157,13.644455,21.426731,8.697051,17.244801,15.268797,2.485928,20.149714,2.3,18.234243,5.28606
6/2/16,5.027057,1.901538,4.163672,7.718486,29.542267,1.668317,15.032075,13.916193,21.594099,8.746185,17.191303,15.234502,2.585365,19.764074,2.32,18.516268,5.651188
6/3/16,5.061491,2.033983,4.222423,7.950412,31.67238,1.765313,15.09023,14.245564,21.928917,8.3531,17.387466,14.780124,2.585365,20.06295,2.32,18.185623,6.091002
6/6/16,4.99262,2.100206,4.295857,7.848364,30.506119,1.862308,14.780099,14.097351,21.975761,8.706877,17.316139,14.831565,2.585365,19.715872,2.36,18.136997,6.132493
6/7/16,5.082147,2.052904,4.207736,7.996796,30.168709,1.82351,14.751022,13.932657,22.096294,8.795322,17.021885,14.531505,2.585365,20.053307,2.39,18.409294,5.800559
6/8/16,5.171666,2.19481,4.369292,8.711126,29.686827,2.036899,15.012625,14.369085,22.484617,9.316161,17.182386,14.385758,2.585365,20.197924,2.55,18.156446,6.754871
6/9/16,5.2061,2.062364,4.237108,8.516309,29.580797,1.930205,14.644338,14.327912,22.163219,8.952557,17.084307,14.111419,2.595309,20.149714,2.76,17.932772,6.256968
6/10/16,4.930642,1.939379,4.068209,8.145228,29.224167,1.736214,14.082232,13.627984,21.781557,8.814977,16.691973,13.965675,2.595309,20.043667,2.53,17.028353,5.767365
6/13/16,4.97885,1.873157,4.075552,7.996796,29.686827,1.716815,13.917488,13.74327,21.67445,8.873939,16.861387,14.162858,2.505816,19.812281,2.47,17.320103,5.808857
