Date,ITSA4,GOAU4,EMBR3,TOTS3,CPFE3,MGLU3
1/6/17,6.33383,4.909942,16.182169,23.653757,22.824848,1.040216
1/9/17,6.399579,4.947783,16.221209,23.752262,22.824848,0.99288
1/10/17,6.355743,5.004545,16.055286,23.781775,22.833895,1.016498
1/11/17,6.399579,5.250515,16.348087,23.68327,22.842943,1.027989
1/12/17,6.574903,5.278896,16.094328,24.156158,22.906267,1.09652
1/13/17,6.509155,5.326198,16.396891,24.530539,22.977335,1.117607
1/16/17,6.509155,5.477564,16.689692,24.875309,22.968206,1.095569
1/17/17,6.64066,5.496485,17.070332,25.279203,23.013834,1.117607
1/18/17,6.60413,5.439722,17.177692,25.476318,23.041212,1.123403
1/19/17,6.596826,5.193752,17.22649,25.121576,23.050335,1.132371
1/20/17,6.669878,5.212674,17.568096,25.624073,23.086836,1.264163
1/23/17,6.837906,5.449183,17.773056,25.958975,23.168962,1.317929
1/24/17,6.757542,5.3735,18.231783,26.215111,23.123337,1.375293
1/26/17,6.786767,5.297817,17.948736,26.993385,23.095963,1.344502
1/27/17,6.779463,5.439722,17.841377,26.747118,23.141588,1.310446
1/30/17,6.699097,5.15591,17.285051,25.899853,23.105085,1.229364
1/31/17,6.779463,5.316738,17.568096,25.702839,23.114212,1.349455
2/1/17,6.808681,5.449183,17.792576,25.761961,23.114212,1.339023
2/2/17,6.801377,5.468103,17.411936,26.106831,23.178087,1.339023
2/3/17,6.932873,5.439722,17.529055,26.126474,23.223715,1.339023
2/6/17,6.830601,5.316738,17.343615,26.175724,23.132462,1.465437
2/7/17,6.92557,5.259975,17.57786,26.06735,23.132462,1.476085
2/8/17,6.984013,5.193752,17.050812,26.333357,23.159838,1.444451
2/9/17,7.035152,5.174831,17.353376,25.958975,23.178087,1.444451
2/10/17,7.100902,5.345119,17.685215,25.318684,23.178087,1.457946
2/13/17,7.086285,5.401882,17.909697,25.200438,23.21459,1.602607
2/14/17,7.057065,5.345119,17.870657,25.141317,23.23284,1.576249
2/15/17,7.327367,5.515406,17.899937,25.939331,23.269342,1.623693
2/16/17,7.305453,5.63839,17.665699,25.466446,23.314966,1.64478
2/17/17,7.422341,5.553247,17.734016,25.515697,23.342342,1.724384
2/20/17,7.524613,5.657311,18.09514,25.052681,23.324093,1.855649
2/21/17,7.712621,5.770836,18.017056,24.826063,23.314966,2.019074
2/22/17,7.750061,5.572168,17.841377,24.629044,23.278465,2.04195
2/23/17,7.652715,5.401882,17.382652,24.629044,23.251091,2.162257
2/24/17,7.51793,5.543787,17.499775,24.964043,23.305843,2.194201
3/1/17,7.492808,5.685693,17.607138,25.555082,23.278465,2.266848
3/2/17,7.402804,5.591089,17.372892,25.801346,23.23284,2.087605
3/3/17,7.492808,5.761376,17.880415,26.284101,23.287592,2.05608
3/6/17,7.552804,5.931663,17.753534,26.510723,23.305843,2.056188
3/7/17,7.440303,6.149251,17.899937,27.673155,23.314966,1.951596
3/8/17,7.297795,5.685693,18.339144,27.732281,23.324093,1.855649
3/9/17,7.230299,5.685693,18.719784,26.619102,23.314966,1.955706
3/10/17,7.260295,5.543787,18.319622,26.894882,23.296717,1.802935
3/13/17,7.365299,5.657311,18.446499,26.835752,23.296717,1.793023
3/14/17,7.282794,5.657311,18.124418,26.796371,23.314966,1.824016
3/15/17,7.470309,5.827599,17.92922,27.466274,23.342342,1.852384
3/16/17,7.470309,5.647851,18.212259,27.604261,23.378845,2.065992
3/17/17,7.3278,5.439722,18.056097,27.771658,23.333216,1.938944
3/20/17,7.312803,5.439722,18.446499,28.205168,23.351467,2.06135
3/21/17,7.057791,4.938323,17.360838,27.880037,23.378845,1.939997
3/22/17,7.237798,5.11807,17.302153,27.348125,23.415346,1.922709
3/23/17,7.177793,4.957242,17.487984,27.387506,23.369719,1.992711
3/24/17,7.245298,4.758575,17.370617,27.505753,23.451845,1.919963
3/27/17,7.312803,4.796416,17.214125,27.091892,23.533974,1.91364
3/28/17,7.260295,4.768035,17.360838,27.052507,23.533974,1.862505
3/29/17,7.3278,4.843718,17.194565,26.362867,23.606976,1.901514
3/30/17,7.237798,4.711273,17.106535,26.855494,23.579599,1.908363
3/31/17,7.125287,4.682892,17.00873,27.338255,23.515722,1.867249
4/3/17,7.185293,4.559907,16.637062,27.633774,23.533974,1.929349
4/4/17,7.282794,4.616669,16.76421,27.781528,23.552223,1.937784
4/5/17,7.200294,4.436922,16.480572,27.683023,23.533974,1.969836
4/6/17,7.10279,4.266635,16.920704,27.683023,23.543097,1.982171
4/7/17,7.140287,4.276095,16.96961,27.525393,23.561346,1.977427
4/10/17,7.170294,4.228793,16.637062,27.426888,23.543097,1.950537
4/11/17,7.200294,4.096349,16.461004,27.683023,23.524849,1.974897
4/12/17,7.162794,3.926061,16.294737,27.584518,23.506596,1.892236
4/13/17,6.982789,3.9166,15.453588,27.623901,23.470097,1.813584
4/17/17,7.170294,4.058506,15.766574,27.811138,23.533974,2.000619
4/18/17,7.230299,3.878758,15.482932,27.75202,23.552223,2.075905
4/19/17,7.11029,3.888219,15.355783,27.968771,23.579599,2.171953
4/20/17,7.050284,4.011204,15.346002,27.614031,23.561346,2.258406
4/24/17,7.222799,4.086887,15.287318,28.023769,23.606976,2.214127
4/25/17,7.237798,4.17203,15.131676,27.648882,23.634352,2.208857
4/26/17,7.215291,4.209872,15.092298,27.431776,23.643475,3.229863
4/27/17,7.305293,4.15311,14.924932,27.135683,23.670853,3.39569
4/28/17,7.417804,4.351779,15.121832,27.431776,23.725603,3.408075
5/2/17,7.560312,4.446381,14.531136,27.954763,23.752979,3.502766
5/3/17,7.485307,4.266635,15.052917,28.023769,23.725603,3.518372
5/4/17,7.312803,3.992283,14.915088,30.44136,23.698227,3.472485
5/5/17,7.515308,4.011204,14.846173,29.898603,23.725603,3.961998
5/8/17,7.500309,3.973362,14.865864,29.059853,23.707352,4.023186
5/9/17,7.522806,4.124729,15.190746,28.418528,23.716476,4.148923
5/10/17,7.57531,4.285556,15.486094,29.109283,23.716476,4.283236
5/11/17,7.702812,4.389619,15.545161,30.046701,23.716476,4.030833
5/12/17,7.725317,4.190951,15.564855,29.010521,23.743855,4.053772
5/15/17,7.725317,4.370699,15.722374,29.701277,23.771227,4.168504
5/16/17,7.702812,4.588288,15.545161,29.947939,23.844229,4.313831
5/17/17,7.552804,4.484223,14.767415,30.066374,23.862482,4.291499
5/18/17,6.825281,3.717932,15.161209,28.763857,23.771227,3.594863
5/19/17,6.870277,4.181492,14.915088,29.010521,23.816854,3.801369
5/22/17,6.675273,4.030125,15.95865,28.517193,23.725603,3.394163
5/23/17,6.757778,4.285556,15.732218,28.763857,23.734726,3.700255
5/24/17,6.757778,4.219332,16.116173,28.931627,23.743855,3.819422
5/25/17,6.600269,4.209872,16.50012,28.763857,23.825979,3.804894
5/26/17,6.727769,4.200412,16.224464,29.60261,23.953735,3.900809
5/29/17,6.727769,4.200412,16.224464,29.60261,23.953735,3.900809
5/30/17,6.772776,4.295016,16.39183,30.145367,24.026735,3.97729
5/31/17,6.71277,4.219332,15.761754,29.780268,23.990234,3.83962
6/1/17,6.574893,4.086887,15.742062,29.316504,23.990234,3.787907
6/2/17,6.612459,4.124729,15.988188,29.158615,23.999357,3.694293
6/5/17,6.582407,4.067967,15.830667,28.536964,24.008486,3.625301
6/6/17,6.672577,4.162571,15.623923,28.684965,24.008486,3.625448
6/7/17,6.785285,4.105808,15.751908,29.306614,24.017609,3.816515
6/8/17,6.732683,4.228793,15.653458,29.701277,24.017609,3.934615
6/9/17,6.619974,4.238254,15.338421,29.898603,24.017609,3.854912
6/12/17,6.619974,4.162571,15.446714,29.198063,24.017609,3.798461
6/13/17,6.665063,4.17203,15.663857,29.188177,24.017609,3.911049
6/14/17,6.732683,4.115268,15.575027,29.296728,24.026735,3.931393
6/15/17,6.732683,4.115268,15.575027,29.296728,24.026735,3.931393
6/16/17,6.770258,4.209872,15.219702,30.470921,24.026735,3.961998
6/19/17,6.777771,4.209872,15.920478,31.260342,24.044985,3.931393
6/20/17,6.604947,4.086887,15.545416,31.220894,24.035862,3.761141
6/21/17,6.567371,4.219332,15.486196,30.786688,24.035862,3.747826
6/22/17,6.582407,4.276095,15.713207,30.174927,24.044985,3.656052
6/23/17,6.514779,4.408541,15.624377,30.135479,24.044985,3.743088
6/26/17,6.687602,4.503145,15.348013,30.895243,24.063238,3.83962
6/27/17,6.559858,4.408541,14.805159,30.234144,24.044985,3.763128
6/28/17,6.619974,4.692353,14.834768,29.612497,24.108862,3.686637
6/29/17,6.710145,4.66397,14.864379,29.207949,24.154488,3.801065
6/30/17,6.777771,4.701812,14.93347,29.760492,24.190989,3.916101
7/3/17,6.777771,4.843718,15.002561,29.622381,24.200115,3.97729
7/4/17,6.770258,4.786956,15.061782,30.056488,24.145363,3.97729
7/5/17,6.837887,4.853179,15.496066,29.661829,24.163612,3.97729
7/6/17,6.747718,4.985624,15.249313,29.346062,24.108862,3.968107
7/7/17,6.740196,4.957242,15.259182,28.645416,24.127113,4.367216
7/10/17,6.800313,5.014006,15.496066,29.010521,24.263992,4.555836
7/11/17,6.897996,4.995085,15.713207,28.753969,24.355244,4.650213
7/12/17,6.913031,5.174831,15.348013,28.349424,24.382618,4.818645
7/13/17,6.93557,5.146451,15.367754,28.625746,24.400869,4.619775
7/14/17,6.920543,5.146451,15.288792,29.050064,24.409994,4.833937
7/17/17,6.897996,5.146451,15.308535,29.355946,24.428246,5.048716
7/18/17,6.958111,5.070767,15.081521,29.60261,24.428246,5.26226
7/19/17,6.897996,5.278896,15.160482,29.60261,24.419119,5.27909
7/20/17,6.928055,5.042386,15.298662,29.750605,24.419119,5.329265
7/21/17,6.913031,4.976164,15.397365,29.869045,24.455622,5.126118
7/24/17,6.913031,5.184292,15.436845,29.770378,24.455622,5.124589
7/25/17,6.973135,5.203214,15.417105,29.109283,24.473871,5.299131
7/26/17,6.890481,4.938323,15.348013,29.740719,24.446497,5.258432
7/27/17,6.943084,4.88156,15.634247,29.661829,24.473871,5.323752
7/28/17,6.943084,4.909942,15.446714,29.908491,24.492123,5.608434
7/31/17,6.950597,4.976164,15.565156,29.60261,24.510374,5.612263
8/1/17,7.176023,4.90048,15.505936,29.553274,24.519499,5.665345
8/2/17,7.25868,5.089689,15.436845,29.750605,24.510374,5.688753
8/3/17,7.243653,5.023465,15.387494,30.984118,24.528622,5.69732
8/4/17,7.221103,5.108609,15.841517,31.940399,24.537746,6.011822
8/7/17,7.378903,5.297817,16.078402,31.446018,24.574249,6.118908
8/8/17,7.386415,5.316738,16.443596,30.75378,24.546873,6.032939
8/9/17,7.356362,5.12753,16.739697,30.526405,24.592499,6.202585
8/10/17,7.303761,5.165371,16.354763,30.654903,24.592499,6.066442
8/11/17,7.341334,5.12753,16.364637,31.416391,24.555998,6.33261
8/14/17,7.446533,5.12753,16.542294,30.75378,24.601624,6.817384
8/15/17,7.483649,4.985624,16.739697,30.852655,24.619875,6.948935
8/16/17,7.491222,5.108609,16.79892,30.991161,24.665503,7.495662
8/17/17,7.430623,5.080229,16.601515,31.149385,24.656376,6.899073
8/18/17,7.529089,5.099149,16.344893,31.495457,24.674627,7.006149
8/21/17,7.521518,4.938323,16.413984,31.534983,24.683752,7.235604
8/22/17,7.597264,5.099149,16.897621,31.357046,24.683752,7.158662
8/23/17,7.756328,5.477564,16.877882,31.099945,24.674627,7.084011
8/24/17,7.816928,5.345119,17.095022,31.594332,24.702002,7.29833
8/25/17,7.80178,5.316738,16.828527,30.694433,24.720255,7.323873
8/28/17,7.786627,5.288357,16.828527,31.149385,24.729378,7.556695
8/29/17,7.847222,5.307277,17.519438,31.01088,24.738504,7.587445
8/30/17,7.854796,5.420802,17.618139,31.020786,24.738504,7.878099
8/31/17,7.726033,5.354578,17.6971,30.714249,24.720255,8.688848
9/1/17,7.87395,5.647851,17.667488,30.971348,24.720255,8.629802
9/4/17,7.843611,5.931663,17.440477,31.060318,24.775005,9.511692
9/5/17,7.889129,5.818138,17.460215,30.783503,24.793255,10.035009
9/6/17,8.109108,5.903281,18.012943,30.694433,24.784128,10.452368
9/7/17,8.109108,5.903281,18.012943,30.694433,24.784128,10.452368
9/8/17,8.131862,5.647851,18.082031,31.000971,24.829756,9.658083
9/11/17,8.23807,5.808677,18.052422,31.366856,24.829756,9.582211
9/12/17,8.275994,5.666771,18.259695,31.169098,24.793255,8.44654
9/13/17,8.298748,5.581628,18.447226,31.307608,24.811504,8.847939
9/14/17,8.329097,5.439722,18.249826,31.485546,24.80238,10.035009
9/15/17,8.511153,5.524867,18.358398,31.841524,24.857132,10.180687
9/18/17,8.564221,5.63839,18.318914,31.228447,24.857132,9.943178
9/19/17,8.533933,5.496485,18.338701,31.831717,24.857132,9.649517
9/20/17,8.45049,5.392421,17.962824,31.643768,24.838881,9.239551
9/21/17,8.458081,5.316738,17.952932,30.951534,24.829756,9.316648
9/22/17,8.442895,5.222133,17.84413,31.673489,24.838881,9.184481
9/25/17,8.351858,4.957242,17.804562,30.704344,24.838881,8.786752
9/26/17,8.344264,5.014006,17.814457,30.714249,24.820631,9.054758
9/27/17,8.222891,4.938323,18.249676,30.397804,24.80238,8.359652
9/28/17,8.207722,4.843718,17.824345,30.654903,24.80238,8.658254
9/29/17,8.367045,5.004545,17.695757,30.951534,24.838881,9.081684
10/2/17,8.313928,5.042386,17.863911,30.654903,24.866255,9.53081
10/3/17,8.640069,5.316738,17.91337,30.526405,24.930132,9.666651
10/4/17,8.579408,5.392421,17.745216,30.783503,24.939259,9.729063
10/5/17,8.632559,5.15591,17.577059,31.030693,24.957508,9.594448
10/6/17,8.594594,5.051847,17.695757,30.160521,24.948385,9.75354
10/9/17,8.465676,5.080229,17.695757,30.536211,24.948385,9.519796
10/10/17,8.640069,5.354578,17.804562,30.823032,24.984882,9.743749
10/11/17,8.617374,5.269435,17.606733,31.000971,24.97576,9.423118
10/12/17,8.617374,5.269435,17.606733,31.000971,24.97576,9.423118
10/13/17,8.60978,5.36404,17.23086,30.763687,24.984882,8.896892
10/16/17,8.571814,5.278896,16.805527,31.198824,24.984882,8.480808
10/17/17,8.473186,5.203214,15.895517,30.803221,24.957508,7.807726
10/18/17,8.511153,5.297817,16.043888,31.643768,25.003136,8.654584
10/19/17,8.458081,5.354578,15.954864,31.821808,25.003136,8.565247
10/20/17,8.458081,5.297817,16.12302,32.138252,25.012259,8.866297
10/23/17,8.260823,5.259975,16.014215,31.940399,24.994009,8.468568
10/24/17,8.442895,5.38296,16.221933,31.871244,25.030512,8.419619
10/25/17,8.571814,5.430262,15.895517,31.742643,25.039635,8.422065
10/26/17,8.480778,5.212674,16.113129,31.51527,25.067011,8.037797
10/27/17,8.458081,5.203214,15.440511,31.900867,25.039635,7.832201
10/30/17,8.222891,4.938323,15.282249,31.792088,25.103514,7.740418
10/31/17,7.949808,4.834258,15.49986,32.217308,25.094385,7.801608
11/1/17,7.889129,4.682892,15.321814,33.37431,25.103514,8.198114
11/2/17,7.889129,4.682892,15.321814,33.37431,25.103514,8.198114
11/3/17,7.964978,4.872099,16.212042,32.978806,25.121763,7.529928
11/6/17,7.987742,4.947783,16.083452,33.621502,25.121763,6.975555
11/7/17,7.81327,4.65451,16.162586,34.264294,25.103514,6.311041
11/8/17,8.071183,4.862638,16.004324,33.977474,25.140013,6.745484
11/9/17,7.942223,4.65451,15.63834,32.138252,25.140013,6.329399
11/10/17,7.942223,4.512604,15.49986,31.989933,25.158264,6.003873
11/13/17,7.942223,4.569368,15.381163,32.434883,25.176516,6.25842
11/14/17,7.828441,4.323398,15.173443,32.434883,25.167389,6.721008
11/15/17,7.828441,4.323398,15.173443,32.434883,25.167389,6.721008
11/16/17,7.949808,4.446381,15.183334,33.354496,25.185638,6.975555
11/17/17,8.040836,4.550447,15.173443,32.879826,25.194765,7.257025
11/20/17,8.040836,4.550447,15.173443,32.879826,25.194765,7.257025
11/21/17,8.162211,4.578827,15.489969,33.621502,25.185638,7.416116
11/22/17,8.139456,4.711822,15.430621,32.53376,25.20389,7.383074
11/23/17,8.131862,4.778319,15.430621,32.434883,25.176516,7.184821
11/24/17,8.056005,4.721321,15.163553,32.14806,25.167389,7.520138
11/27/17,8.184966,4.863816,15.331705,32.632637,24.638124,7.292514
11/28/17,8.154628,4.806818,15.183334,32.039371,24.775005,7.192164
11/29/17,7.957393,4.873316,15.381163,31.297699,23.068586,7.122408
11/30/17,7.87395,4.816319,15.480077,29.933046,19.153862,6.953526
12/1/17,7.94612,4.816319,15.331705,30.694433,18.268715,7.123632
12/4/17,7.976502,5.05381,15.262465,30.872473,17.33794,7.06122
12/5/17,7.938524,5.015811,15.36138,30.457151,16.653547,7.036744
12/6/17,8.052473,4.996812,15.727363,30.486774,17.347065,7.13587
12/7/17,7.961313,4.939814,15.964755,30.120892,17.082434,7.888496
12/8/17,7.991705,5.082309,16.241718,30.546118,17.055058,8.561576
12/11/17,8.029683,5.158305,16.518679,30.012108,16.407166,8.5371
12/12/17,8.113248,5.196304,16.439547,29.755009,16.461918,8.532205
12/13/17,7.999302,5.101307,16.12302,29.230902,16.699173,8.419619
12/14/17,7.976502,5.253303,16.212042,29.369408,16.461918,8.468568
12/15/17,8.014492,5.443295,16.073563,30.279112,16.571421,8.494267
12/18/17,7.976502,5.262801,16.093348,29.962669,17.091558,8.418392
12/19/17,7.900544,5.291301,16.360418,29.962669,16.972931,8.189546
12/20/17,8.022087,5.424296,16.310957,30.259396,16.909056,8.570698
12/21/17,8.318359,5.443295,19.980677,29.972578,17.128061,8.889544
12/22/17,8.325957,5.433794,19.693823,29.863792,17.109812,8.969563
12/25/17,8.325957,5.433794,19.693823,29.863792,17.109812,8.969563
12/26/17,8.363029,5.557291,20.925932,29.962669,17.447445,9.293334
12/27/17,8.339887,5.509792,20.170767,29.725386,17.629946,9.516158
12/28/17,8.347599,5.500293,19.872679,29.592264,17.657324,9.875629
12/29/17,8.347599,5.500293,19.872679,29.592264,17.657324,9.875629
1/2/18,8.50964,5.747283,20.38937,29.849669,17.730326,9.762371
1/3/18,8.609951,5.728284,21.1644,30.483305,17.51132,9.639265
1/4/18,8.771956,5.937277,21.661217,30.295238,17.383566,9.870706
1/5/18,8.78732,5.956275,20.518539,30.948618,17.100683,9.676198
1/8/18,8.779679,6.032273,20.56822,30.928877,17.374443,9.677427
1/9/18,8.640758,6.022773,20.101213,30.938698,17.429193,9.444757
1/10/18,8.640758,6.041773,20.160833,30.859543,18.250463,9.540779
1/11/18,8.779679,6.34576,20.369493,30.819965,18.843603,9.558014
1/12/18,8.802765,6.507255,20.121088,30.770466,18.414719,9.548165
1/15/18,8.910796,6.478755,19.972042,30.730791,19.162985,9.713128
1/16/18,9.026552,6.336261,19.803122,31.206018,18.925732,9.688508
1/17/18,9.16539,6.573752,19.773315,31.06745,18.898355,9.698355
1/18/18,9.21164,6.478755,19.445417,30.998116,19.026108,9.539549
1/19/18,9.242533,6.241264,19.554716,31.829744,18.797977,9.448449
1/22/18,9.473959,6.288762,19.465288,32.36438,18.615473,9.479226
1/23/18,9.350565,6.08927,19.306309,32.186138,18.442093,9.203466
1/24/18,9.960064,6.383759,19.67395,32.839619,18.861855,9.970372
1/25/18,9.960064,6.383759,19.67395,32.839619,18.861855,9.970372
1/26/18,10.376665,6.526254,19.664015,33.314842,19.071733,10.193247
1/29/18,10.106624,6.393259,19.922358,32.572296,19.381992,10.414838
1/30/18,10.168324,6.488255,20.121088,32.25547,19.464121,10.422226
1/31/18,10.222381,6.535753,19.89255,32.176319,19.573624,10.409913
2/1/18,10.19149,6.61175,20.270132,32.275307,19.874754,10.569953
2/2/18,10.029484,6.602251,21.1644,31.928738,19.646624,10.32374
2/5/18,9.720831,6.260264,20.786821,31.364431,19.619247,9.926055
2/6/18,10.098902,6.412258,21.859943,30.314978,19.893005,10.050442
2/7/18,9.890559,6.336261,21.55192,29.404196,20.413143,9.72544
2/8/18,9.798056,6.222266,21.462494,29.899166,20.367517,9.35612
2/9/18,9.782611,6.288762,21.303511,29.54277,20.148514,9.096363
2/14/18,null,null,null,null,null,null
2/15/18,10.098902,6.687747,21.750647,29.7111,20.367517,9.751291
2/16/18,10.338051,7.067734,21.98912,29.750673,20.513521,9.677427
2/19/18,10.314884,7.381221,22.456125,29.651682,20.95153,10.126767
2/20/18,10.731569,7.248227,22.326954,30.988195,20.89678,10.216586
2/21/18,10.916659,7.447719,22.227591,30.691214,21.362167,9.791917
2/22/18,11.094112,7.42872,22.247461,31.503105,21.626799,10.023358
2/23/18,11.02879,7.514216,22.456125,31.532763,21.973557,10.709014
2/26/18,11.044986,7.780207,22.475998,31.33477,22.083061,11.611436
2/27/18,10.899372,7.599714,22.694599,31.186281,22.128687,11.264276
2/28/18,10.61615,7.485718,21.621471,30.235825,21.964434,11.208926
3/1/18,10.798413,7.580715,21.462494,30.196245,21.763678,11.347988
3/2/18,10.887521,7.400221,21.363129,30.027916,22.037434,11.429239
3/5/18,11.179173,7.504717,21.482367,29.829933,22.083061,11.128858
3/6/18,11.130521,7.267226,20.896122,30.047657,22.110435,10.978667
3/7/18,11.098085,7.41922,21.293573,29.849669,22.055685,11.083259
3/8/18,11.025192,7.229228,20.617907,29.602186,22.083061,10.862947
3/9/18,11.122411,7.191229,22.058674,29.3547,22.320314,11.16579
3/12/18,11.227741,7.276725,21.830135,29.70118,22.420694,11.397231
3/13/18,11.154846,7.238727,21.581726,29.513109,22.365942,11.270479
3/14/18,11.041412,7.257726,20.985548,29.126955,22.174313,11.042683
3/15/18,10.992846,7.058234,20.687456,29.3547,21.964434,11.202722
3/16/18,10.887521,7.020235,20.667566,29.572527,21.909683,11.412003
3/19/18,10.774084,6.811244,20.478592,29.483351,21.854931,11.16579
3/20/18,10.774084,7.048735,20.329409,29.3547,21.681553,11.079614
3/21/18,10.790302,7.115232,21.383669,29.156712,21.891432,11.448935
3/22/18,10.749756,6.868242,21.135023,28.780479,21.836679,11.743112
3/23/18,10.782194,6.744746,21.095238,28.740799,21.87318,11.670529
3/26/18,10.96041,6.687747,21.28421,28.661644,22.019184,12.310683
3/27/18,10.846977,6.535753,21.343885,28.671564,22.265564,11.90443
3/28/18,10.976631,6.545253,21.28421,28.463659,22.566696,11.941362
3/29/18,11.171064,6.782744,21.433401,28.523071,22.730953,12.053439
4/2/18,11.106194,6.801744,21.18475,28.117081,22.438946,12.054621
4/3/18,11.04952,6.801744,21.48313,28.869551,22.521072,11.941362
4/4/18,11.057628,6.697248,21.16486,29.305202,22.375067,11.879809
4/5/18,11.025192,7.134231,21.65221,29.800175,22.48457,12.149463
4/6/18,10.936085,7.077233,21.532858,29.385275,22.521072,12.07678
4/9/18,10.71741,6.887241,20.876429,28.761328,22.256439,11.895764
4/10/18,10.765976,7.048735,22.278801,29.157547,22.356817,11.682838
4/11/18,10.757865,7.048735,23.163986,28.741581,22.283815,11.925407
4/12/18,10.927975,7.314724,22.895447,29.46456,22.356817,12.250409
4/13/18,10.693085,7.362223,22.945177,29.613106,22.311192,12.095197
4/16/18,10.498649,7.229228,22.577179,29.36553,22.146936,11.839133
4/17/18,10.693085,7.43822,22.875553,30.346006,22.210814,11.974292
4/18/18,10.903738,7.761208,22.676634,31.257124,22.302067,11.81381
4/19/18,10.733628,7.694711,22.646799,31.692938,22.174313,11.650862
4/20/18,10.644521,7.675711,23.372849,31.643425,22.083061,11.963231
4/23/18,10.684975,7.590214,23.571768,31.643425,21.991808,12.328631
4/24/18,10.660647,7.561716,23.404181,31.643425,22.010059,12.481705
4/25/18,10.725519,7.504717,23.045036,31.405769,21.836679,12.522392
4/26/18,11.073849,7.656712,23.124847,31.712784,22.16519,12.900139
4/27/18,11.090065,7.561716,22.526276,31.752377,22.384195,12.998896
4/30/18,11.025192,7.42872,22.087322,31.692938,22.324446,13.172906
5/2/18,10.369083,7.343224,21.987562,30.851084,22.149099,12.653246
5/3/18,10.085539,7.295725,22.067369,30.841158,21.586142,11.998981
5/4/18,9.923537,7.409721,21.927702,30.851084,21.226219,12.060703
5/7/18,9.939669,7.16273,21.967609,29.63295,21.38311,11.955726
5/8/18,9.963993,7.086733,22.236967,30.177616,21.15239,13.701257
5/9/18,9.98832,7.542716,23.025085,30.207384,20.921669,13.903708
5/10/18,10.320431,7.71371,22.416536,31.296818,21.336966,13.51737
5/11/18,10.158429,7.599714,22.306799,30.237053,20.903212,13.412492
5/14/18,10.012648,7.637712,22.107275,29.583437,20.635578,13.350766
5/15/18,9.874886,7.552215,23.045036,29.10803,20.211054,13.143377
5/16/18,9.972102,7.751709,23.24456,29.781498,20.3864,13.851861
5/17/18,9.534667,7.685211,22.695871,29.147627,20.137222,13.498803
5/18/18,9.396993,7.647212,22.805609,28.80102,20.109537,12.972922
5/21/18,9.340231,7.457219,22.566181,28.761328,19.961874,13.521027
5/22/18,9.745321,7.409477,22.566181,28.711813,20.672491,14.072879
5/23/18,9.51845,7.333091,22.895397,28.434568,20.524832,13.811172
5/24/18,9.672338,7.199415,23.1448,28.672218,21.106245,13.948149
5/25/18,9.534667,6.865224,23.344324,28.90987,20.995501,13.825987
5/28/18,9.137686,6.349617,22.296824,26.988506,20.663263,12.961862
5/29/18,9.072903,6.502389,22.017488,27.483755,20.515604,12.898855
5/30/18,9.097231,6.502389,22.436489,27.780848,21.133932,13.384049
6/1/18,9.235122,6.760193,22.735779,28.276096,21.789177,14.254394
6/4/18,9.529574,6.865224,22.406561,28.721733,21.863007,15.349312
6/5/18,9.056664,6.788838,21.997536,27.95916,21.503082,14.939472
6/6/18,8.931745,6.731549,23.1448,27.731333,21.309278,14.113665
6/7/18,8.387453,6.359165,23.593729,26.988506,20.663263,13.134686
6/8/18,8.405298,6.196844,22.576155,27.335215,20.672491,13.022302
6/11/18,8.208995,6.082264,23.294443,27.166821,20.589432,13.112467
6/12/18,8.200073,6.177747,24.721041,27.09746,20.46023,13.579093
6/13/18,8.137612,6.139555,24.721041,27.335215,20.395628,13.87665
6/14/18,7.869929,6.05362,24.740993,27.047945,20.174137,14.73949
6/15/18,7.950235,5.881751,24.002754,27.483755,19.860359,14.791336
6/18/18,7.682549,5.872202,24.292065,26.305119,20.164909,14.539506
6/19/18,8.021616,6.005878,23.793255,26.24568,20.349483,15.265371
6/20/18,8.191152,6.311423,24.371874,26.830042,20.441772,15.022231
6/21/18,7.950235,5.967685,24.062613,26.889477,20.220282,15.012355
6/22/18,8.012692,6.10136,24.242182,26.740931,20.211054,15.160393
6/25/18,7.977003,5.93904,23.93292,26.453665,20.127993,15.153082
6/26/18,8.110844,5.795816,23.873014,27.513426,20.00802,15.275247
6/27/18,7.869929,5.748075,23.763182,27.43424,19.971104,15.00238
6/28/18,8.066231,5.843557,24.601883,27.354959,19.814215,15.25184
6/29/18,8.191152,5.900847,24.222473,26.93899,19.998791,15.799843
7/2/18,8.280379,5.93904,24.681761,26.750854,19.869587,15.483919
7/3/18,8.556988,6.177747,25.93981,27.087538,19.869587,15.37272
7/4/18,8.637291,6.27323,26.908312,27.236082,20.257196,15.350499
7/5/18,8.655137,6.531034,23.064266,27.533272,20.183367,14.813557
7/6/18,8.672985,6.693355,22.634932,27.384727,20.247969,15.023416
7/10/18,8.690828,6.616968,22.525101,27.919468,19.989561,14.572886
7/11/18,8.717597,6.473744,21.546618,27.731333,20.044933,14.135887
7/12/18,8.842515,6.846128,21.626493,27.800694,20.211054,15.22962
7/13/18,9.038818,6.827031,20.628042,27.978907,20.349483,15.509794
7/16/18,9.092356,6.874773,20.967516,27.978907,20.3864,15.769031
7/17/18,9.270811,7.275801,21.536634,28.830687,20.589432,16.294909
7/18/18,9.261889,7.313994,21.267052,29.10803,20.515604,15.671459
7/19/18,9.395731,7.199415,20.997469,28.969309,20.524832,15.920918
7/20/18,9.699108,7.44767,20.618057,29.543743,20.570976,16.167814
