Date,^GSPC,^DJI,^IXIC,^BVSP
8/8/17,2474.919922,22118.41992,6370.459961,68355
8/9/17,2474.02002,22085.33984,6352.330078,68594
8/10/17,2438.209961,22048.69922,6216.870117,67977
8/11/17,2441.320068,21844.00977,6256.560059,68715
8/14/17,2465.840088,21858.32031,6340.22998,68635
8/15/17,2464.610107,21993.71094,6333.009766,70011
8/16/17,2468.110107,21998.99023,6345.109863,70478
8/17/17,2430.01001,22024.86914,6221.910156,71133
8/18/17,2425.550049,21750.73047,6216.529785,71074
8/21/17,2428.370117,21674.50977,6213.129883,71017
8/22/17,2452.51001,21703.75,6297.47998,71330
8/23/17,2444.040039,21899.89063,6278.410156,70886
8/24/17,2438.969971,21812.08984,6271.330078,70835
8/25/17,2443.050049,21783.40039,6265.640137,71923
8/28/17,2444.23999,21813.66992,6283.02002,72129
8/29/17,2446.300049,21808.40039,6301.890137,72151
8/30/17,2457.590088,21865.36914,6368.310059,73412
8/31/17,2471.649902,21892.42969,6428.660156,73412
9/1/17,2476.550049,21948.09961,6435.330078,73079
9/5/17,2457.850098,21987.56055,6375.569824,74319
9/6/17,2465.540039,21753.31055,6393.310059,74539
9/7/17,2465.100098,21807.64063,6397.870117,74788
9/8/17,2461.429932,21784.7793,6360.189941,74657
9/11/17,2488.110107,21797.78906,6432.259766,75757
9/12/17,2496.47998,22057.36914,6454.279785,75990
9/13/17,2498.370117,22118.85938,6460.189941,75974
9/14/17,2495.620117,22158.17969,6429.080078,76004
9/15/17,2500.22998,22203.48047,6448.470215,75604
9/18/17,2503.870117,22268.33984,6454.640137,75390
9/19/17,2506.649902,22331.34961,6461.319824,74443
9/20/17,2508.23999,22370.80078,6456.040039,74319
9/21/17,2500.600098,22412.58984,6422.689941,73797
9/22/17,2502.219971,22359.23047,6426.919922,73567
9/25/17,2496.659912,22349.58984,6370.589844,74294
9/26/17,2496.840088,22296.08984,6380.160156,74360
9/27/17,2507.040039,22284.32031,6453.259766,76763
9/28/17,2510.060059,22340.71094,6453.450195,76591
9/29/17,2519.360107,22381.19922,6495.959961,76618
10/2/17,2529.120117,22405.08984,6516.720215,76055
10/3/17,2534.580078,22557.59961,6531.709961,75727
10/4/17,2537.73999,22641.66992,6534.629883,76897
10/5/17,2552.070068,22661.64063,6585.359863,76660
10/6/17,2549.330078,22775.39063,6590.180176,76660
10/9/17,2544.72998,22773.66992,6579.72998,76990
10/10/17,2550.639893,22761.07031,6587.25,76892
10/11/17,2555.23999,22830.67969,6603.549805,76201
10/12/17,2550.929932,22872.89063,6591.509766,76591
10/13/17,2553.169922,22841.00977,6605.799805,76283
10/16/17,2557.639893,22871.7207,6624,76391
10/17/17,2559.360107,22956.96094,6623.660156,75413
10/18/17,2561.26001,22997.43945,6624.220215,76350
10/19/17,2562.100098,23157.59961,6605.069824,76671
10/20/17,2575.209961,23163.03906,6629.049805,75896
10/23/17,2564.97998,23328.63086,6586.830078,75976
10/24/17,2569.129883,23273.96094,6598.430176,74800
10/25/17,2557.149902,23441.75977,6563.890137,74308
10/26/17,2560.399902,23329.46094,6556.77002,73824
10/27/17,2581.070068,23400.85938,6701.259766,73824
10/30/17,2572.830078,23434.18945,6698.959961,73915
10/31/17,2575.26001,23348.74023,6727.669922,74311
11/1/17,2579.360107,23377.24023,6716.529785,72415
11/2/17,2579.850098,23435.00977,6714.939941,74363
11/3/17,2587.840088,23516.25977,6764.439941,72931
11/6/17,2591.129883,23539.18945,6786.439941,72166
11/7/17,2590.639893,23548.41992,6767.779785,72475
11/8/17,2594.379883,23557.23047,6789.120117,70827
11/9/17,2584.620117,23563.35938,6750.049805,70827
11/10/17,2582.300049,23461.93945,6750.939941,72512
11/13/17,2584.840088,23422.21094,6757.600098,73437
11/14/17,2578.870117,23439.69922,6737.870117,73437
11/15/17,2564.620117,23409.4707,6706.209961,74595
11/16/17,2585.639893,23271.2793,6793.290039,74519
11/17/17,2578.850098,23458.35938,6782.790039,74487
11/20/17,2582.139893,23358.24023,6790.709961,74157
11/21/17,2599.030029,23430.33008,6862.47998,74059
11/22/17,2597.080078,23590.83008,6867.359863,74140
11/24/17,2602.419922,23526.17969,6889.160156,72700
11/27/17,2601.419922,23557.99023,6878.52002,71971
11/28/17,2627.040039,23580.7793,6912.359863,72264
11/29/17,2626.070068,23836.71094,6824.390137,73090
11/30/17,2647.580078,23940.67969,6873.970215,72546
12/1/17,2642.219971,24272.34961,6847.589844,73268
12/4/17,2639.439941,24231.58984,6775.370117,72487
12/5/17,2629.570068,24290.05078,6762.209961,72732
12/6/17,2629.27002,24180.64063,6776.379883,72800
12/7/17,2636.97998,24140.91016,6812.839844,73814
12/8/17,2651.5,24211.48047,6840.080078,72914
12/11/17,2659.98999,24329.16016,6875.080078,72429
12/12/17,2664.110107,24386.0293,6862.319824,72608
12/13/17,2662.850098,24504.80078,6875.799805,73115
12/14/17,2652.01001,24585.42969,6856.529785,72680
12/15/17,2675.810059,24508.66016,6936.580078,73367
12/18/17,2690.159912,24651.74023,6994.759766,75133
12/19/17,2681.469971,24792.19922,6963.850098,75187
12/20/17,2679.25,24754.75,6960.959961,75187
12/21/17,2684.570068,24726.65039,6965.359863,75688
12/22/17,2683.340088,24782.28906,6959.959961,76073
12/26/17,2680.5,24754.06055,6936.25,76402
12/27/17,2682.620117,24746.21094,6939.339844,76402
12/28/17,2687.540039,24774.30078,6950.160156,77891
12/29/17,2673.610107,24837.50977,6903.390137,77995
1/2/18,2695.810059,24719.2207,7006.899902,78647
1/3/18,2713.060059,24824.00977,7065.529785,79071
1/4/18,2723.98999,24922.67969,7077.910156,79379
1/5/18,2743.149902,25075.13086,7136.560059,78864
1/8/18,2747.709961,25295.86914,7157.390137,78201
1/9/18,2751.290039,25283,7163.580078,79365
1/10/18,2748.22998,25385.80078,7153.569824,79349
1/11/18,2767.560059,25369.13086,7211.779785,79752
1/12/18,2786.23999,25574.73047,7261.060059,79832
1/16/18,2776.419922,25803.18945,7223.689941,81189
1/17/18,2802.560059,25792.85938,7298.279785,80963
1/18/18,2798.030029,26115.65039,7296.049805,81220
1/19/18,2810.300049,26017.81055,7336.379883,81675
1/22/18,2832.969971,26071.7207,7408.029785,80678
1/23/18,2839.129883,26214.59961,7460.290039,83680
1/24/18,2837.540039,26210.81055,7415.060059,83680
1/25/18,2839.25,26252.11914,7411.160156,85531
1/26/18,2872.870117,26392.78906,7505.77002,84698
1/29/18,2853.530029,26616.71094,7466.509766,84482
1/30/18,2822.429932,26439.48047,7402.47998,84913
1/31/18,2823.810059,26076.89063,7411.47998,85495
2/1/18,2821.97998,26149.39063,7385.859863,84041
2/2/18,2762.129883,26186.71094,7240.950195,81861
2/5/18,2648.939941,25520.96094,6967.529785,83894
2/6/18,2695.139893,24345.75,7115.879883,82767
2/7/18,2681.659912,24912.76953,7051.97998,81533
2/8/18,2581,24893.34961,6777.160156,80899
2/9/18,2619.550049,23860.46094,6874.490234,80899
2/12/18,2656,24190.90039,6981.959961,84291
2/13/18,2662.939941,24601.26953,7013.509766,84525
2/14/18,2698.629883,24640.44922,7143.620117,84793
2/15/18,2731.199951,24893.49023,7256.430176,85804
2/16/18,2732.219971,25200.36914,7239.470215,86052
2/20/18,2716.26001,25219.38086,7234.310059,86686
2/21/18,2701.330078,24964.75,7218.22998,87293
2/22/18,2703.959961,24797.7793,7210.089844,87653
2/23/18,2747.300049,24962.48047,7337.390137,86935
2/26/18,2779.600098,25309.99023,7421.459961,85481
2/27/18,2744.280029,25709.26953,7330.350098,85378
2/28/18,2713.830078,25410.0293,7273.009766,85761
3/1/18,2677.669922,25029.19922,7180.560059,86023
3/2/18,2691.25,24608.98047,7257.870117,85653
3/5/18,2720.939941,24538.06055,7330.709961,85484
3/6/18,2728.120117,24874.75977,7372.009766,84985
3/7/18,2726.800049,24884.11914,7396.649902,86371
3/8/18,2738.969971,24801.35938,7427.950195,86900
3/9/18,2786.570068,24895.21094,7560.810059,86384
3/12/18,2783.02002,25335.74023,7588.319824,86051
3/13/18,2765.310059,25178.60938,7511.009766,84928
3/14/18,2749.47998,25007.0293,7496.810059,84886
3/15/18,2747.330078,24758.11914,7481.740234,83913
3/16/18,2752.01001,24873.66016,7481.990234,84164
3/19/18,2712.919922,24946.50977,7344.240234,84977
3/20/18,2716.939941,24610.91016,7364.299805,84768
3/21/18,2711.929932,24727.26953,7345.290039,84377
3/22/18,2643.689941,24682.31055,7166.680176,85088
3/23/18,2588.26001,23957.89063,6992.669922,83808
3/26/18,2658.550049,23533.19922,7220.540039,83874
3/27/18,2612.620117,24202.59961,7008.810059,85366
3/28/18,2605,23857.71094,6949.22998,84666
3/29/18,2640.870117,23848.41992,7063.450195,84623
4/2/18,2581.879883,24103.10938,6870.120117,84360
4/3/18,2614.449951,23644.18945,6941.279785,85210
4/4/18,2644.689941,24033.35938,7042.109863,84820
4/5/18,2662.840088,24264.30078,7076.549805,83307
4/6/18,2604.469971,24505.2207,6915.109863,84510
4/9/18,2613.159912,23932.75977,6950.339844,85246
4/10/18,2656.870117,23979.09961,7094.299805,85444
4/11/18,2642.189941,24408,7069.029785,84334
4/12/18,2663.98999,24189.44922,7140.25,82862
4/13/18,2656.300049,24483.05078,7106.649902,84086
4/16/18,2677.840088,24360.14063,7156.279785,85776
4/17/18,2706.389893,24573.03906,7281.100098,85824
4/18/18,2708.639893,24786.63086,7295.240234,85550
4/19/18,2693.129883,24748.07031,7238.060059,85602
4/20/18,2670.139893,24664.89063,7146.129883,85469
4/23/18,2670.290039,24462.93945,7128.600098,85044
4/24/18,2634.560059,24448.68945,7007.350098,86383
4/25/18,2639.399902,24024.13086,7003.740234,86445
4/26/18,2666.939941,24083.83008,7118.680176,86115
4/27/18,2669.909912,24322.33984,7119.799805,84547
4/30/18,2648.050049,24311.18945,7066.27002,83288
5/1/18,2654.800049,24163.15039,7130.700195,83118
5/2/18,2635.669922,24099.05078,7100.899902,82714
5/3/18,2629.72998,23924.98047,7088.149902,82956
5/4/18,2663.419922,23930.15039,7209.620117,84265
5/7/18,2672.629883,24262.50977,7265.209961,85861
5/8/18,2671.919922,24357.32031,7266.899902,85220
5/9/18,2697.790039,24360.21094,7339.910156,85232
5/10/18,2723.070068,24542.53906,7404.970215,85130
5/11/18,2727.719971,24739.5293,7402.879883,86537
5/14/18,2730.129883,24831.16992,7411.319824,83622
5/15/18,2711.449951,24899.41016,7351.629883,83082
5/16/18,2722.459961,24706.41016,7398.299805,81815
5/17/18,2720.129883,24768.92969,7382.470215,82739
5/18/18,2712.969971,24713.98047,7354.339844,80867
5/21/18,2733.01001,24715.08984,7394.040039,80122
5/22/18,2724.439941,25013.28906,7378.459961,78898
5/23/18,2733.290039,24834.41016,7425.959961,75356
5/24/18,2727.76001,24886.81055,7424.430176,76072
5/25/18,2721.330078,24811.75977,7433.850098,76754
5/29/18,2689.860107,24753.08984,7396.589844,77240
5/30/18,2724.01001,24361.44922,7462.450195,78596
5/31/18,2705.27002,24667.7793,7442.120117,76642
6/1/18,2734.620117,24415.83984,7554.330078,76117
6/4/18,2746.870117,24635.21094,7606.459961,73851
6/5/18,2748.800049,24813.68945,7637.859863,72942
6/6/18,2772.350098,24799.98047,7689.240234,72308
6/7/18,2770.370117,25146.39063,7635.069824,72754
6/8/18,2779.030029,25241.41016,7645.509766,72122
6/11/18,2782,25316.5293,7659.930176,71421
6/12/18,2786.850098,25322.31055,7703.790039,70758
6/13/18,2775.629883,25320.73047,7695.700195,69815
6/14/18,2782.48999,25201.19922,7761.040039,71394
6/15/18,2779.659912,25175.31055,7746.379883,72123
6/18/18,2773.75,25090.48047,7747.029785,70075
6/19/18,2762.590088,24987.4707,7725.589844,70641
6/20/18,2767.320068,24700.21094,7781.509766,70953
6/21/18,2749.76001,24657.80078,7712.950195,71405
6/22/18,2754.879883,24461.69922,7692.819824,70609
6/25/18,2717.070068,24580.89063,7532.009766,71767
6/26/18,2723.060059,24252.80078,7561.629883,72763
6/27/18,2699.629883,24283.10938,7445.080078,72840
6/28/18,2716.310059,24117.58984,7503.680176,73668
6/29/18,2718.370117,24216.05078,7510.299805,74743
7/2/18,2726.709961,24271.41016,7567.689941,74553
7/3/18,2713.219971,24307.17969,7502.669922,75010
7/5/18,2736.610107,24174.82031,7586.430176,74862
7/6/18,2759.820068,24356.74023,7688.390137,74399
7/9/18,2784.169922,24456.48047,7756.200195,75856
7/10/18,2793.840088,24776.58984,7759.200195,76594
7/11/18,2774.02002,24919.66016,7716.609863,76653
7/12/18,2798.290039,24700.44922,7823.919922,78130
7/13/18,2801.310059,24924.89063,7825.97998,77363
7/16/18,2798.429932,25019.41016,7805.720215,77487
7/17/18,2809.550049,25064.35938,7855.120117,78571
7/18/18,2815.620117,25119.89063,7854.439941,77996
7/19/18,2804.48999,25199.28906,7825.299805,79155
7/20/18,2801.830078,25064.5,7820.200195,80218
7/23/18,2806.97998,25058.11914,7841.870117,79405
7/24/18,2820.399902,25044.28906,7840.77002,79866
7/25/18,2846.070068,25241.93945,7932.240234,80276
7/26/18,2837.439941,25414.09961,7852.180176,79220
7/27/18,2818.820068,25527.07031,7737.419922,79302
7/30/18,2802.600098,25451.06055,7630,79637
7/31/18,2816.290039,25306.83008,7671.790039,81435
8/1/18,2813.360107,25415.18945,7707.290039,81051
8/2/18,2827.219971,25333.82031,7802.689941,80347
8/3/18,2840.350098,25326.16016,7812.009766,79152
8/6/18,2850.399902,25462.58008,7859.680176,78768
8/7/18,2858.449951,25502.17969,7883.660156,76514
8/8/18,2857.699951,25628.91016,7888.330078,77496
8/9/18,2853.580078,25583.75,7891.779785,78602
8/10/18,2833.280029,25509.23047,7839.109863,77078
8/13/18,2821.929932,25313.14063,7819.709961,76819
8/14/18,2839.959961,25187.69922,7870.890137,76029
8/15/18,2818.370117,25299.91992,7774.120117,76328
8/16/18,2840.689941,25162.41016,7806.52002,75180
8/17/18,2850.129883,25558.73047,7816.330078,76902
8/20/18,2857.050049,25669.32031,7821.009766,75634
8/21/18,2862.959961,25758.68945,7859.169922,76262
8/22/18,2861.820068,25822.28906,7889.100098,77930
8/23/18,2856.97998,25733.59961,7878.459961,77473
8/24/18,2874.689941,25656.98047,7945.97998,78389
8/27/18,2896.73999,25790.34961,8017.899902,76404
8/28/18,2897.52002,26049.64063,8030.040039,76678
8/29/18,2914.040039,26064.01953,8109.689941,76193
8/30/18,2901.129883,26124.57031,8088.359863,74712
8/31/18,2901.52002,25986.91992,8109.540039,75092
9/4/18,2896.719971,25964.82031,8091.25,76416
9/5/18,2888.600098,25952.48047,7995.169922,76436
9/6/18,2878.050049,25974.99023,7922.72998,74657
9/7/18,2871.679932,25995.86914,7902.540039,75125
9/10/18,2877.129883,25916.53906,7924.160156,74687
9/11/18,2887.889893,25857.07031,7972.470215,75429
9/12/18,2888.919922,25971.06055,7954.22998,76789
9/13/18,2904.179932,25998.91992,8013.709961,78314
9/14/18,2904.97998,26145.99023,8010.040039,78169
9/17/18,2888.800049,26154.66992,7895.790039,78116
9/18/18,2904.310059,26062.11914,7956.109863,79444
9/19/18,2907.949951,26246.96094,7950.040039,77984
9/20/18,2930.75,26405.75977,8028.22998,78630
9/21/18,2929.669922,26656.98047,7986.959961,78656
9/24/18,2919.370117,26743.5,7993.25,80000
9/25/18,2915.560059,26562.05078,8007.470215,79342
9/26/18,2905.969971,26492.21094,7990.370117,78624
9/27/18,2914,26385.2793,8041.970215,81612
9/28/18,2913.97998,26439.92969,8046.350098,83273
10/1/18,2924.590088,26458.31055,8037.299805,82953
10/2/18,2923.429932,26651.21094,7999.549805,82322
10/3/18,2925.51001,26773.93945,8025.089844,86084
10/4/18,2901.610107,26828.39063,7879.509766,86088
10/5/18,2885.570068,26627.48047,7788.450195,83679
10/8/18,2884.429932,26447.05078,7735.950195,82921
10/9/18,2880.340088,26486.7793,7738.02002,83360
10/10/18,2785.679932,26430.57031,7422.049805,85718
10/11/18,2728.370117,25598.74023,7329.060059,85764
10/12/18,2767.129883,25052.83008,7496.890137,83847
10/15/18,2750.790039,25339.99023,7430.740234,84220
10/16/18,2809.919922,25250.55078,7645.490234,85597
10/17/18,2809.209961,25798.41992,7642.700195,85300
10/18/18,2768.780029,25706.67969,7485.140137,83064
10/19/18,2767.780029,25379.44922,7449.029785,84084
10/22/18,2755.879883,25444.33984,7468.629883,85720
10/23/18,2740.689941,25317.41016,7437.540039,83797
10/24/18,2656.100098,25191.42969,7108.399902,86886
10/25/18,2705.570068,24583.41992,7318.339844,87424
10/26/18,2658.689941,24984.55078,7167.209961,88419
10/29/18,2641.25,24688.31055,7050.290039,89598
10/30/18,2682.629883,24442.91992,7161.649902,88669
10/31/18,2711.73999,24874.64063,7305.899902,87714
11/1/18,2740.370117,25115.75977,7434.060059,85620
11/2/18,2723.060059,25380.74023,7356.990234,85641
11/5/18,2738.310059,25270.83008,7328.850098,85525
11/6/18,2755.449951,25461.69922,7375.959961,84914
11/7/18,2813.889893,25635.00977,7570.75,85973
11/8/18,2806.830078,26180.30078,7530.879883,88515
11/9/18,2781.01001,26191.2207,7406.899902,87901
11/12/18,2726.219971,25989.30078,7200.870117,87269
11/13/18,2722.179932,25387.17969,7200.870117,87477
11/14/18,2701.580078,25286.49023,7136.390137,86230
11/15/18,2730.199951,25080.5,7259.029785,85547
11/16/18,2736.27002,25289.26953,7247.870117,87891
11/19/18,2690.72998,25413.2207,7028.47998,89251
11/20/18,2641.889893,25017.43945,6908.819824,89710
11/21/18,2649.929932,24465.64063,6972.25,89504
11/23/18,2632.560059,24464.68945,6938.97998,89820
11/26/18,2673.449951,24285.94922,7081.850098,88624
11/27/18,2682.169922,24640.24023,7082.700195,89040
11/28/18,2743.790039,24748.73047,7291.589844,88846
11/29/18,2737.800049,25366.42969,7273.080078,88115
11/30/18,2760.169922,25338.83984,7330.540039,85915
12/3/18,2790.370117,25538.46094,7441.509766,86420
12/4/18,2700.060059,25826.42969,7158.430176,86977
12/6/18,2695.949951,25027.07031,7188.259766,87838
12/7/18,2633.080078,24947.66992,6969.25,87450
12/10/18,2637.719971,24388.94922,7020.52002,86400
12/11/18,2636.780029,24423.25977,7031.830078,86610
12/12/18,2651.070068,24370.24023,7098.310059,85674
12/13/18,2650.540039,24527.26953,7070.330078,85269
12/14/18,2599.949951,24597.38086,6910.660156,85697
12/17/18,2545.939941,24100.50977,6753.72998,85136
12/18/18,2546.159912,23592.98047,6783.910156,85460
12/19/18,2506.959961,23675.64063,6636.830078,87887
12/20/18,2467.419922,23323.66016,6528.410156,91012
12/21/18,2416.620117,22859.59961,6332.990234,91564
12/24/18,2351.100098,22445.36914,6192.919922,91841
12/26/18,2467.699951,21792.19922,6554.359863,91699
12/27/18,2488.830078,22878.44922,6579.490234,92032
12/28/18,2485.73999,23138.82031,6584.52002,93613
12/31/18,2506.850098,23062.40039,6635.279785,93806
1/2/19,2510.030029,23327.46094,6665.939941,93658
1/3/19,2447.889893,23346.24023,6463.5,94474
1/4/19,2531.939941,22686.2207,6738.859863,94056
1/7/19,2549.689941,23433.16016,6823.470215,94393
1/8/19,2574.409912,23531.34961,6897,95351
1/9/19,2584.959961,23787.44922,6957.080078,96097
1/10/19,2596.639893,23879.11914,6986.069824,96010
1/11/19,2596.26001,24001.91992,6971.47998,95103
1/14/19,2582.610107,23995.94922,6905.919922,96558
1/15/19,2610.300049,23909.83984,7023.830078,97677
1/16/19,2616.100098,24065.58984,7034.689941,95444
1/17/19,2635.959961,24207.16016,7084.459961,95639
1/18/19,2670.709961,24370.09961,7157.22998,96996
1/22/19,2632.899902,24706.34961,7020.359863,97394
1/23/19,2638.699951,24404.48047,7025.77002,97861
1/24/19,2642.330078,24575.61914,7073.459961,98589
1/25/19,2664.76001,24553.24023,7164.859863,98311
1/28/19,2643.850098,24737.19922,7085.680176,94636
1/29/19,2640,24528.2207,7028.290039,94406
1/30/19,2681.050049,24579.96094,7183.080078,95343
1/31/19,2704.100098,25014.85938,7281.740234,94413
2/1/19,2706.530029,24999.66992,7263.870117,96168
2/4/19,2724.870117,25063.89063,7347.540039,95842
2/5/19,2737.699951,25239.36914,7402.080078,98015
2/6/19,2731.610107,25411.51953,7375.279785,97526
2/7/19,2706.050049,25390.30078,7288.350098,96510
2/8/19,2707.879883,25169.5293,7298.200195,97659
2/11/19,2709.800049,25106.33008,7307.899902,96545
2/12/19,2744.72998,25053.10938,7414.620117,96932
2/13/19,2753.030029,25425.75977,7420.379883,97886
2/14/19,2745.72998,25543.26953,7426.950195,97240
2/15/19,2775.600098,25439.39063,7472.410156,97603
2/19/19,2779.76001,25883.25,7486.77002,97307
2/20/19,2784.699951,25891.32031,7489.069824,95584
2/21/19,2774.879883,25954.43945,7459.709961,94604
2/22/19,2792.669922,25850.63086,7527.540039,94604
2/25/19,2796.110107,26031.81055,7554.459961,94340
2/26/19,2793.899902,26091.94922,7549.299805,95365
2/27/19,2792.379883,26057.98047,7554.509766,98027
2/28/19,2784.48999,25985.16016,7532.529785,97828
3/1/19,2803.689941,25916,7595.350098,98904
3/4/19,2792.810059,26026.32031,7577.569824,98605
3/5/19,2789.649902,25819.65039,7576.359863,99137
3/6/19,2771.449951,25806.63086,7505.919922,99994
3/7/19,2748.929932,25673.46094,7421.459961,99588
3/8/19,2743.070068,25473.23047,7408.140137,98041
3/11/19,2783.300049,25450.24023,7558.060059,96729
3/12/19,2791.52002,25650.88086,7591.029785,93735
3/13/19,2810.919922,25554.66016,7643.410156,93662
3/14/19,2808.47998,25702.89063,7630.910156,95307
3/15/19,2822.47998,25709.93945,7688.529785,91903
3/18/19,2832.939941,25848.86914,7714.47998,94389
3/19/19,2832.570068,25914.09961,7723.950195,95415
3/20/19,2824.22998,25887.38086,7728.970215,96054
3/21/19,2854.879883,25745.66992,7838.959961,95387
3/22/19,2800.709961,25962.50977,7642.669922,94491
3/25/19,2798.360107,25502.32031,7637.540039,96313
3/26/19,2818.459961,25516.83008,7691.52002,97108
3/27/19,2805.370117,25657.73047,7643.379883,97369
3/28/19,2815.439941,25625.58984,7669.169922,96292
3/29/19,2834.399902,25717.46094,7729.319824,95953
4/1/19,2867.189941,25928.67969,7828.910156,94755
4/2/19,2867.23999,26258.41992,7848.689941,92875
4/3/19,2873.399902,26179.13086,7895.549805,93083
4/4/19,2879.389893,26218.13086,7891.779785,94333
4/5/19,2892.73999,26384.63086,7938.689941,93285
4/8/19,2895.77002,26424.99023,7953.879883,94578
4/9/19,2878.199951,26341.01953,7909.279785,94588
4/10/19,2888.209961,26150.58008,7964.240234,95923
4/11/19,2888.320068,26157.16016,7947.359863,95045
4/12/19,2907.409912,26143.05078,7984.160156,96552
4/15/19,2905.580078,26412.30078,7976.009766,96236
4/16/19,2907.060059,26384.76953,8000.22998,96188
4/17/19,2900.449951,26452.66016,7996.080078,96353
4/18/19,2905.030029,26449.53906,7998.060059,95528
4/22/19,2907.969971,26559.53906,8015.27002,96008
4/23/19,2933.679932,26511.05078,8120.819824,95009
4/24/19,2927.25,26656.39063,8102.009766,94389
4/25/19,2926.169922,26597.05078,8118.680176,95597
4/26/19,2939.879883,26462.08008,8146.399902,94808
4/29/19,2943.030029,26543.33008,8161.850098,94258
4/30/19,2945.830078,26554.39063,8095.390137,91727
5/1/19,2923.72998,26592.91016,8049.640137,92092
5/2/19,2917.52002,26430.14063,8036.77002,91623
5/3/19,2945.639893,26307.78906,8164,90024
5/6/19,2932.469971,26504.94922,8123.290039,89993
5/7/19,2884.050049,26438.48047,7963.759766,91946
5/8/19,2879.419922,25965.08984,7943.319824,94485
5/9/19,2870.719971,25967.33008,7910.589844,94361
5/10/19,2881.399902,25828.35938,7916.939941,93910
5/13/19,2811.870117,25942.36914,7647.02002,93628
5/14/19,2834.409912,25324.99023,7734.490234,94864
5/15/19,2850.959961,25532.05078,7822.149902,96393
5/16/19,2876.320068,25648.01953,7898.049805,96567
5/17/19,2859.530029,25862.67969,7816.279785,97457
5/20/19,2840.22998,25764,7702.379883,97030
5/21/19,2864.360107,25679.90039,7785.720215,97020
5/22/19,2856.27002,25877.33008,7750.839844,97380
5/23/19,2822.23999,25776.60938,7628.279785,95999
5/24/19,2826.060059,25490.4707,7637.009766,97205
5/28/19,2802.389893,25585.68945,7607.350098,97821
5/29/19,2783.02002,25347.76953,7547.310059,97467
5/30/19,2788.860107,25126.41016,7567.720215,98960
5/31/19,2752.060059,25169.88086,7453.149902,98321
6/3/19,2744.449951,24815.03906,7333.02002,98774
6/4/19,2803.27002,24819.7793,7527.120117,98040
6/5/19,2826.149902,25332.17969,7575.47998,97623
6/6/19,2843.48999,25539.57031,7615.549805,99404
6/7/19,2873.340088,25720.66016,7742.100098,100303
6/10/19,2886.72998,25983.93945,7823.169922,102013
6/11/19,2885.719971,26062.67969,7822.569824,102062
6/12/19,2879.840088,26048.50977,7792.720215,100093
6/13/19,2891.639893,26004.83008,7837.129883,100689
6/14/19,2886.97998,26106.76953,7796.660156,100724
6/17/19,2889.669922,26089.60938,7845.02002,100967
6/18/19,2917.75,26112.5293,7953.879883,101340
6/19/19,2926.459961,26465.53906,7987.319824,100605
6/20/19,2954.179932,26504,8051.339844,102043
6/21/19,2950.459961,26753.16992,8031.709961,103636
6/24/19,2945.350098,26719.13086,8005.700195,104089
6/25/19,2917.379883,26727.53906,7884.720215,104530
6/26/19,2913.780029,26548.2207,7909.970215,105817
6/27/19,2924.919922,26536.82031,7967.759766,105146
6/28/19,2941.76001,26526.58008,8006.240234,103906
7/1/19,2964.330078,26599.96094,8091.160156,103803
7/2/19,2973.01001,26717.42969,8109.089844,103775
7/3/19,2995.820068,26786.67969,8170.22998,103856
7/5/19,2990.409912,26966,8161.790039,104717
7/8/19,2975.949951,26922.11914,8098.379883,103452
7/9/19,2979.629883,26806.14063,8141.72998,103949
7/10/19,2993.070068,26783.49023,8202.530273,103704
7/11/19,2999.909912,26860.19922,8196.040039,104120
7/12/19,3013.77002,27088.08008,8244.139648,102655
7/15/19,3014.300049,27332.0293,8258.19043,102819
7/16/19,3004.040039,27359.16016,8222.799805,103483
7/17/19,2984.419922,27335.63086,8185.209961,102933
7/18/19,2995.110107,27219.84961,8207.240234,101812
7/19/19,2976.610107,27222.9707,8146.490234,102126
7/22/19,2985.030029,27154.19922,8204.139648,102674
7/23/19,3005.469971,27171.90039,8251.400391,100098
7/24/19,3019.560059,27349.18945,8321.5,102164
7/25/19,3003.669922,27269.9707,8238.540039,102782
7/26/19,3025.860107,27140.98047,8330.209961,104115
7/29/19,3020.969971,27192.44922,8293.330078,103996
7/30/19,3013.179932,27221.34961,8273.610352,101915
7/31/19,2980.379883,27198.01953,8175.419922,103299
8/1/19,2953.560059,26864.26953,8111.120117,100258
8/2/19,2932.050049,26583.41992,8004.069824,99057
8/5/19,2844.73999,26485.00977,7726.040039,99806
8/6/19,2881.77002,25717.74023,7833.27002,99469
8/7/19,2883.97998,26029.51953,7862.830078,99222
8/8/19,2938.090088,26007.07031,8039.160156,101202
8/9/19,2918.649902,26378.18945,7959.140137,100011
8/12/19,2882.699951,26287.43945,7863.410156,97667
8/13/19,2926.320068,25896.43945,8016.359863,96430
8/14/19,2840.600098,26279.91016,7773.939941,97276
8/15/19,2847.600098,25479.41992,7766.620117,98194
8/16/19,2888.679932,25579.39063,7895.990234,100524
8/19/19,2923.649902,25886.00977,8002.810059,101135
8/20/19,2900.51001,26135.78906,7948.560059,100626
8/21/19,2924.429932,25962.43945,8020.209961,99681
8/22/19,2922.949951,26202.73047,7991.390137,101201
8/23/19,2847.110107,26252.24023,7751.77002,102243
8/26/19,2878.379883,25628.90039,7853.740234,102935
8/27/19,2869.159912,25898.83008,7826.950195,103181
8/28/19,2887.939941,25777.90039,7856.879883,103032
8/29/19,2924.580078,26036.09961,7973.390137,103446
8/30/19,2926.459961,26362.25,7962.879883,104371
